1648732793.627385, sdrt-health/mac:02010b41cdec/antenna/power/set, {"power": 160}
1648732793.634191, sdrt-health/mac:02010b41cdec/antenna/state, connected
1648732793.634586, sdrt-health/mac:02010b41cdec/fw, {"version":"1.8.0","model":"200","hash":"2f556501b58f1dad542af428d7928d18","timestamp":1648732793}
1648732793.77846, sdrt-health/mac:02010b41cdec/antenna/version, J.6.6/V0121-04
1648732794.22136, sdrt-health/mac:02010b41cdec/antenna/power, no response
1648732794.277437, sdrt-health/mac:02010b41cdec/antenna/power, 
1648732799.338315, sdrt-health/mac:02010b41cdec/antenna/tag/scan, {"time": 60000}
1648732853.572146, sdrt-health/mac:02010b41cdec/antenna/state, connected
1648732853.572621, sdrt-health/mac:02010b41cdec/fw, {"version":"1.8.0","model":"200","hash":"2f556501b58f1dad542af428d7928d18","timestamp":1648732853}
1648732853.741974, sdrt-health/mac:02010b41cdec/antenna/version, 
1648732854.288041, sdrt-health/mac:02010b41cdec/antenna/power, 
1648732859.780862, sdrt-health/mac:02010b41cdec/antenna/tag/scan, scan stopped
