1648671291.970426, sdrt-health/mac:02010b41cdec/antenna/power/set, {"power": 250}
1648671292.546928, sdrt-health/mac:02010b41cdec/antenna/power, no response
1648671293.154538, sdrt-health/mac:02010b41cdec/antenna/state, connected
1648671293.154824, sdrt-health/mac:02010b41cdec/fw, {"version":"1.8.0","model":"200","hash":"2f556501b58f1dad542af428d7928d18","timestamp":1648671293}
1648671293.330825, sdrt-health/mac:02010b41cdec/antenna/version, 
1648671293.83715, sdrt-health/mac:02010b41cdec/antenna/power, 24.9
1648671297.566958, sdrt-health/mac:02010b41cdec/antenna/tag/scan, {"time": 60000}
1648671303.163922, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648671309.004535, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648671314.074813, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648671319.664538, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648671325.513458, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648671331.174116, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648671337.085131, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648671342.636463, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648671348.644689, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648671353.154119, sdrt-health/mac:02010b41cdec/antenna/state, connected
1648671353.15432, sdrt-health/mac:02010b41cdec/fw, {"version":"1.8.0","model":"200","hash":"2f556501b58f1dad542af428d7928d18","timestamp":1648671353}
1648671353.331109, sdrt-health/mac:02010b41cdec/antenna/version, 
1648671353.867095, sdrt-health/mac:02010b41cdec/antenna/power, 
1648671354.51476, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648671358.621215, sdrt-health/mac:02010b41cdec/antenna/tag/scan, scan stopped
