1648659759.698707, sdrt-health/mac:02010b41cdec/antenna/power/set, {"power": 140}
1648659760.27749, sdrt-health/mac:02010b41cdec/antenna/power, no response
1648659765.298681, sdrt-health/mac:02010b41cdec/antenna/tag/scan, {"time": 60000}
1648659765.424357, sdrt-health/mac:02010b41cdec/antenna/state, connected
1648659765.424839, sdrt-health/mac:02010b41cdec/fw, {"version":"1.8.0","model":"200","hash":"2f556501b58f1dad542af428d7928d18","timestamp":1648659765}
1648659765.620605, sdrt-health/mac:02010b41cdec/antenna/version, 
1648659766.138037, sdrt-health/mac:02010b41cdec/antenna/power, 
1648659825.455956, sdrt-health/mac:02010b41cdec/antenna/state, connected
1648659825.456605, sdrt-health/mac:02010b41cdec/fw, {"version":"1.8.0","model":"200","hash":"2f556501b58f1dad542af428d7928d18","timestamp":1648659825}
1648659825.621942, sdrt-health/mac:02010b41cdec/antenna/version, 
1648659825.747665, sdrt-health/mac:02010b41cdec/antenna/tag/scan, scan stopped
