1648658765.825843, sdrt-health/mac:02010b41cdec/antenna/power/set, {"power": 290}
1648658766.421218, sdrt-health/mac:02010b41cdec/antenna/power, no response
1648658771.442814, sdrt-health/mac:02010b41cdec/antenna/tag/scan, {"time": 60000}
1648658771.857616, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648658771.896935, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648658771.936894, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648658771.983104, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648658772.011384, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648658772.011791, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648658772.032953, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648658772.270927, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648658772.456627, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648658772.495774, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648658772.56011, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648658772.560472, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648658772.573445, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648658772.573604, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648658772.597652, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648658772.650265, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648658772.650453, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648658772.664035, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 94
1648658772.68379, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648658772.72464, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648658772.763516, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 94
1648658772.816206, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648658772.816707, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648658772.841407, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648658772.885838, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648658772.927714, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648658772.957492, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648658772.957921, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648658773.086938, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648658773.126365, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648658773.179936, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648658773.263052, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648658773.302506, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648658773.372462, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648658773.411948, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648658773.642374, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648658774.155925, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648658774.308392, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 94
1648658774.530074, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648658774.583717, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648658774.610316, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648658774.610498, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648658774.638086, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648658774.876202, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648658775.185805, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648658775.242879, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648658775.269439, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648658775.269955, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648658775.284996, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648658775.4526, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648658775.453048, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648658775.483443, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648658775.545315, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648658775.545806, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
