1648661812.179616, sdrt-health/mac:02010b41cdec/antenna/power/set, {"power": 250}
1648661812.763941, sdrt-health/mac:02010b41cdec/antenna/power, no response
1648661817.785171, sdrt-health/mac:02010b41cdec/antenna/tag/scan, {"time": 60000}
1648661818.571833, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648661819.92145, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648661819.963956, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648661820.029728, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648661820.030151, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648661820.030456, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 94
1648661823.257852, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648661823.2999, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648661823.325965, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648661823.32618, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648661823.341849, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648661823.571859, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648661823.771658, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648661823.818457, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648661823.844209, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648661823.844431, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648661823.872514, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648661826.401842, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648661826.458184, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648661826.48389, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648661826.484083, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648661826.48422, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648661829.761923, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648661829.81857, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648661829.845778, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648661829.845955, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648661829.861087, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648661829.861255, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648661830.267979, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648661830.328521, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648661830.354978, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648661830.355204, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648661830.368049, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648661830.368211, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648661832.884703, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648661832.925623, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648661832.95161, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648661832.95179, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648661832.964503, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
