RSSI_Antenna_1,RSSI_Antenna_2,RSSI_Antenna_3,RSSI_Antenna_4,RSSI_Antenna_5,AssetPoint_Longitude,AssetPoint_Latitude
-73.33737695633855,-170,-83.18529951549257,-170,-55.03576962324898,-8.50131297,40.89710183
-73.45080812522974,-170,-83.16346978910656,-170,-55.04936728276215,-8.50131297,40.89710183
-73.30984650774207,-170,-83.20046627922565,-170,-55.080578424737574,-8.50131297,40.89710183
-73.4415247623675,-170,-83.2112568914035,-170,-54.84900009685519,-8.50131297,40.89710183
-75.53777530863145,-170,-88.13167560689692,-170,-56.6030810704793,-8.50131143,40.89709813
-73.8057976408098,-170,-85.06578711904932,-170,-55.756671057677835,-8.50130908,40.89709889
-74.3100616369181,-170,-82.79838539038201,-170,-53.78248840143321,-8.50130539,40.89710041
-74.19499689523334,-170,-82.76531425293317,-170,-51.6367251499229,-8.50130338,40.89710193
-74.09848959353178,-170,-86.92562092854018,-170,-51.59083901989897,-8.50130137,40.89710371
-73.9635613155076,-170,-84.89266044883287,-170,-51.408682804078865,-8.50130003,40.89710573
-73.90346163225746,-170,-80.94001213716943,-170,-51.10288325895316,-8.50130003,40.89710801
-73.77860579604115,-170,-85.00429847729828,-170,-50.6184958374277,-8.50130137,40.89711055
-73.79960172399126,-170,-86.9121777754669,-170,-50.25641049396263,-8.50130171,40.89711308
-69.62049729508362,-170,-85.08137442138967,-170,-49.815562720047765,-8.50130171,40.89711612
-69.36689792481012,-170,-82.84440084609709,-170,-49.1923884420658,-8.50130204,40.89711967
-69.53947795240816,-170,-83.20514175625456,-170,-48.65885614322284,-8.50130338,40.89712271
-69.45620539982602,-170,-81.13030429406864,-170,-48.012906728088225,-8.50130439,40.89712575
-69.34908351674221,-170,-83.25165680596938,-170,-47.96636898179705,-8.50130271,40.89712778
-68.85132495286236,-170,-83.16659561976087,-170,-48.041563857303316,-8.50129969,40.89712956
-68.99670681026647,-170,-83.14124213515365,-170,-48.147302284366475,-8.50129567,40.89713209
-68.82283818968287,-170,-81.03519725708016,-170,-48.503261276134964,-8.50129265,40.89713412
-68.67848849630403,-170,-81.01870088842361,-80.62869216711141,-48.81090344857219,-8.50128964,40.89713538
-67.89182733963531,-170,-79.92315923584177,-85.61116714703067,-49.195700785542044,-8.50128528,40.89713716
-67.82195338601207,-170,-79.86551689089089,-82.66381331275949,-49.72005726567796,-8.50128125,40.89713817
-68.30449808925422,-170,-79.87069443233784,-82.56158624714885,-49.73798100795846,-8.50128125,40.89713817
-68.06561428281829,-170,-78.75665354521749,-78.52350120471775,-50.27982067837688,-8.50127589,40.89713969
-67.74480090376336,-170,-78.69854584341988,-80.6952778991913,-50.70888255469677,-8.50127254,40.89714121
-67.49535480515686,-170,-78.47952315659776,-80.6973571228491,-50.61969642982733,-8.50127254,40.89714121
-67.07344764602432,-170,-78.47851542612321,-80.70034341231383,-50.69136325142893,-8.50127254,40.89714121
-67.7189083411667,-170,-79.62350146954961,-82.37523248993716,-50.97119624013482,-8.50126985,40.89714248
-67.61271447885039,-170,-78.62975070944368,-85.75491749776539,-51.160219015333766,-8.50126784,40.89714425
-67.34876984054094,-170,-79.61013265370558,-86.8784794873328,-50.86219774565746,-8.50126583,40.89714755
-67.4031510540859,-170,-79.61499768463781,-86.20946098083255,-51.26358104858719,-8.50126583,40.89714755
-66.98737843567253,-170,-83.7197774584433,-86.8398068355472,-51.10997695063062,-8.50126684,40.89715084
-67.27832407965798,-170,-79.7795362054779,-87.08583654198219,-50.929180317048974,-8.50126784,40.89715312
-67.23153524324093,-170,-79.58271268669209,-87.08105929227233,-50.881448778493514,-8.50126784,40.89715312
-67.24970633625706,-170,-80.81714800058721,-87.12919633269053,-50.83147523999322,-8.50126851,40.89715439
-67.24721127119946,-170,-80.75273879620917,-87.07601295495307,-50.721068170461734,-8.50126851,40.89715439
-67.06500184717129,-170,-82.88136821342427,-87.0906236070705,-50.643871659907006,-8.50126918,40.89715642
-67.13566574382706,-170,-82.92478919007023,-87.1136452575969,-50.45548862968695,-8.50127019,40.8971587
-67.1637822142983,-170,-82.87649847560793,-87.2987745167713,-50.59793302104356,-8.50127019,40.8971587
-66.87311080934373,-170,-80.88588814061693,-87.36893278378773,-50.457910412230746,-8.5012712,40.89716225
-67.0583373874905,-170,-80.95657894195892,-87.39207544889324,-50.47543079213633,-8.5012712,40.89716225
-67.10145733347028,-170,-82.76022505325693,-87.30682236062385,-50.166576842116584,-8.50127354,40.89716174
-66.96134437109387,-170,-83.03837030153055,-87.38462290277025,-50.033199559885205,-8.50127354,40.89716174
-66.97887864612369,-170,-78.99218514729367,-87.43301331013991,-50.76700616337777,-8.50126918,40.89716275
-67.15197767495579,-170,-82.98145165171034,-87.3030452297659,-50.43145220534312,-8.50127153,40.89716047
-67.1237822984447,-170,-83.00843650218347,-87.36352737600245,-50.4313810526421,-8.50127153,40.89716047
-67.03306470395951,-170,-80.15183081727186,-86.34046712710325,-50.736602989172624,-8.50126918,40.89716098
-67.03532654000523,-170,-80.84308065704803,-86.37084364575716,-50.74140828614483,-8.50126918,40.89716098
-67.3007773109043,-170,-83.06739000183417,-85.3403663713136,-49.71567653122076,-8.50127522,40.89715895
-67.35292452627871,-170,-83.0699128054708,-85.05265555451848,-49.90413467893992,-8.50127522,40.89715895
-67.44239287280553,-170,-81.14562286373999,-82.78830364193472,-49.46599289669385,-8.50127824,40.89715895
-67.64810868374359,-170,-80.20744127269461,-81.38580661977585,-48.74475987686557,-8.5012826,40.89715895
-67.56900727881798,-170,-80.24802055717738,-81.35145153856239,-48.79212978014703,-8.5012826,40.89715895
-67.75079499612912,-170,-80.31929807080854,-79.33051283421479,-48.071671701078415,-8.50128628,40.89716022
-67.62475857038322,-170,-80.33998288644413,-79.36075065784193,-48.194263951979536,-8.50128628,40.89716022
-67.89488381261665,-170,-82.38848114627682,-83.4532340469206,-47.39637103216312,-8.50129064,40.89716047
-67.99000253529212,-170,-80.45729992634232,-86.3146350140764,-46.472896902249836,-8.50129567,40.89716098
-68.09022813984627,-170,-80.58461467320237,-86.48931291934495,-46.46916501838517,-8.50129567,40.89716098
-68.21386725606766,-170,-80.62504666448056,-80.96835739623056,-45.746693544371944,-8.50129936,40.89716098
