RSSI_Antenna_1,RSSI_Antenna_2,RSSI_Antenna_3,RSSI_Antenna_4,RSSI_Antenna_5,AssetPoint_Longitude,AssetPoint_Latitude
-66.33324050811588,-170,-81.64769967772716,-90.17521285135054,-52.58443078419903,-8.50125041,40.8971587
-66.31377004731286,-170,-82.41850126520669,-90.17296030066339,-52.95805612819575,-8.50125041,40.8971587
-66.35594763591368,-170,-82.44317542280403,-90.14871149555057,-52.9315457848179,-8.50125041,40.8971587
-66.19741480188773,-170,-82.34945915237087,-83.3080952581416,-53.214943631491664,-8.50124706,40.8971587
-66.21349471208372,-170,-82.3088028333649,-84.15092547001827,-53.23798327629777,-8.50124706,40.8971587
-66.13818443396923,-170,-82.30769105252702,-87.12254784124107,-53.52697087824155,-8.50124471,40.89715819
-66.12080517272707,-170,-82.30943236628471,-87.10215670286793,-53.20432450043658,-8.50124471,40.89715819
-65.92636669473585,-170,-82.29224613381497,-87.12193417470866,-53.450183000904644,-8.50124471,40.89715819
-66.12976599200198,-170,-82.30622685460307,-87.07712517477015,-53.54761592148719,-8.50124471,40.89715819
-64.90907516289863,-170,-86.16870969245375,-87.09681289467564,-53.91940181321071,-8.50124069,40.89715845
-64.94706645253581,-170,-86.21300531695665,-86.42040952747439,-53.60899169348675,-8.50124069,40.89715845
-64.95949401419112,-170,-85.93436305153634,-86.97833219772349,-53.937569210893535,-8.50124069,40.89715845
-64.95035524316727,-170,-86.20977411993711,-87.11260327465067,-52.91321331103393,-8.50124069,40.89715845
-65.74950825986014,-170,-84.15939563133925,-83.98851501842675,-54.23648707612447,-8.50123767,40.89715971
-65.74768248576086,-170,-84.15650160796778,-84.13870075598821,-54.20661734978093,-8.50123767,40.89715971
-63.54629876042122,-170,-84.07584508609018,-85.09107971461701,-54.48823771322288,-8.50123398,40.89716047
-63.55876394634335,-170,-84.0478725197607,-85.04867488916307,-54.577737688877825,-8.50123398,40.89716047
-63.41268128596698,-170,-84.07445485032606,-84.52661978541728,-54.57940930778155,-8.50123398,40.89716047
-63.57568197228066,-170,-84.07998479918244,-85.09398171896541,-54.580450265175784,-8.50123398,40.89716047
-63.39917346417345,-170,-81.971753322836,-84.17766583484051,-54.60710110024858,-8.50123096,40.89716149
-63.32214082192881,-170,-82.02689572532522,-84.16638491755336,-54.856277510218234,-8.50123096,40.89716149
-63.18248216812313,-170,-82.0079885361302,-84.17644140424244,-54.84693777575562,-8.50123096,40.89716149
-63.30469143429932,-170,-82.02518070636728,-84.16017751896511,-54.84008323128652,-8.50123096,40.89716149
-65.21368222867727,-170,-80.89921532577948,-84.14724393802264,-55.11656538246174,-8.50122795,40.8971625
-65.18822668547598,-170,-80.7595511586149,-84.18663620448919,-55.019659455069,-8.50122795,40.8971625
-65.18607023027715,-170,-80.68385370486925,-84.10663683996295,-55.101701031123355,-8.50122795,40.8971625
-64.89234362536712,-170,-80.88538905567601,-84.13275343284594,-55.38962101310185,-8.50122459,40.89716326
-63.792105190726055,-170,-80.8910121969162,-83.86602294756352,-55.40580910549318,-8.50122459,40.89716326
-65.01161221537123,-170,-80.90679677555502,-84.18161891091508,-55.40291099410941,-8.50122459,40.89716326
-64.70858960655185,-170,-83.8626753318512,-81.21552717642099,-55.659744434248736,-8.50122124,40.89716478
-63.94494064944273,-170,-83.86257299157941,-81.25147672411188,-55.082215084534766,-8.50122124,40.89716478
-64.71829190401701,-170,-83.66729332588866,-81.18047742501533,-55.695994414574386,-8.50122124,40.89716478
-64.73573635679543,-170,-83.85852713070246,-81.25574002533786,-55.694313820382945,-8.50122124,40.89716478
-64.0684557686289,-170,-79.63827812904395,-81.18756690887272,-56.0442736221513,-8.50121688,40.8971658
-64.51694715461547,-170,-79.77074091067779,-81.26576358957635,-55.96177208372552,-8.50121688,40.8971658
-64.4718959820513,-170,-79.74293631238312,-81.27201149052533,-56.04325162388263,-8.50121688,40.8971658
-64.30794792181825,-170,-83.73826622033435,-81.32135649539005,-56.228529331661534,-8.5012142,40.89716732
-64.32428053215958,-170,-83.74429679886468,-81.32036830695426,-56.26199453328033,-8.5012142,40.89716732
-64.31340523075997,-170,-83.65444466234408,-81.23015876153637,-56.272248732725885,-8.5012142,40.89716732
