1648655082.116764, sdrt-health/mac:02010b41cdec/antenna/power/set, {"power": 210}
1648655082.718735, sdrt-health/mac:02010b41cdec/antenna/power, no response
1648655085.376993, sdrt-health/mac:02010b41cdec/antenna/state, connected
1648655085.377527, sdrt-health/mac:02010b41cdec/fw, {"version":"1.8.0","model":"200","hash":"2f556501b58f1dad542af428d7928d18","timestamp":1648655085}
1648655085.566869, sdrt-health/mac:02010b41cdec/antenna/version, J.6.6/V0121-04
1648655086.079344, sdrt-health/mac:02010b41cdec/antenna/power, 20.9
1648655087.740358, sdrt-health/mac:02010b41cdec/antenna/tag/scan, {"time": 60000}
1648655090.839267, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648655092.148663, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648655092.188042, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648655099.936317, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 91
1648655105.136539, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648655112.813678, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648655118.330556, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648655123.079265, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648655129.966974, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648655131.158967, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648655131.201341, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648655131.229052, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648655131.229512, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648655131.229832, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648655139.606698, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648655144.142975, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648655144.17815, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648655145.392324, sdrt-health/mac:02010b41cdec/antenna/state, connected
1648655145.392785, sdrt-health/mac:02010b41cdec/fw, {"version":"1.8.0","model":"200","hash":"2f556501b58f1dad542af428d7928d18","timestamp":1648655145}
1648655145.566911, sdrt-health/mac:02010b41cdec/antenna/version, 
1648655146.072097, sdrt-health/mac:02010b41cdec/antenna/power, 
1648655148.350582, sdrt-health/mac:02010b41cdec/antenna/tag/scan, scan stopped
