1648652573.427637, sdrt-health/mac:02010b41cdec/antenna/power/set, {"power": 120}
1648652574.006558, sdrt-health/mac:02010b41cdec/antenna/power, no response
1648652579.028834, sdrt-health/mac:02010b41cdec/antenna/tag/scan, {"time": 60000}
1648652596.889857, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 91
1648652602.007751, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648652607.988701, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 97
1648652617.416714, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 97
1648652625.356149, sdrt-health/mac:02010b41cdec/antenna/state, connected
1648652625.356685, sdrt-health/mac:02010b41cdec/fw, {"version":"1.8.0","model":"200","hash":"2f556501b58f1dad542af428d7928d18","timestamp":1648652625}
1648652625.527076, sdrt-health/mac:02010b41cdec/antenna/version, 
1648652626.039895, sdrt-health/mac:02010b41cdec/antenna/power, 
1648652630.357851, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 91
1648652639.636258, sdrt-health/mac:02010b41cdec/antenna/tag/scan, scan stopped
