1648650388.017862, sdrt-health/mac:02010b41cdec/antenna/power/set, {"power": 240}
1648650388.585465, sdrt-health/mac:02010b41cdec/antenna/power, no response
1648650393.60584, sdrt-health/mac:02010b41cdec/antenna/tag/scan, {"time": 60000}
1648650393.882156, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 90
1648650393.940443, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 90
1648650393.980682, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 90
1648650394.034537, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 90
1648650394.03504, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 86
1648650394.051788, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 90
1648650394.061019, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 90
1648650394.106947, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 77
1648650394.161143, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 96
1648650394.161344, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 77
1648650394.173767, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 77
1648650394.210377, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 77
1648650394.210582, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 90
1648650394.236503, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 90
1648650394.293362, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 90
1648650394.29374, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 90
1648650394.306918, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 90
1648650394.307155, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 90
1648650394.335789, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 77
1648650394.381442, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 96
1648650394.438229, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 90
1648650394.438401, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 77
1648650394.451535, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 96
1648650394.451728, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 77
1648650394.460516, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 90
1648650394.507902, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 90
1648650394.567627, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 90
1648650394.567828, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 90
1648650394.581262, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 86
1648650394.60754, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 90
1648650394.607712, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 77
1648650394.630472, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 77
1648650394.688715, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 77
