1648652507.02505, sdrt-health/mac:02010b41cdec/antenna/power/set, {"power": 130}
1648652507.606284, sdrt-health/mac:02010b41cdec/antenna/power, no response
1648652512.627056, sdrt-health/mac:02010b41cdec/antenna/tag/scan, {"time": 60000}
1648652518.019163, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648652522.879199, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648652528.37538, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648652533.177306, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 86
1648652538.01722, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648652543.581273, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648652549.1667, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648652554.062755, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648652559.443423, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648652564.90648, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648652565.346494, sdrt-health/mac:02010b41cdec/antenna/state, connected
1648652565.347076, sdrt-health/mac:02010b41cdec/fw, {"version":"1.8.0","model":"200","hash":"2f556501b58f1dad542af428d7928d18","timestamp":1648652565}
1648652565.536453, sdrt-health/mac:02010b41cdec/antenna/version, 
1648652566.049688, sdrt-health/mac:02010b41cdec/antenna/power, 
1648652569.854686, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648652573.407044, sdrt-health/mac:02010b41cdec/antenna/tag/scan, scan stopped
