1648651116.025831, sdrt-health/mac:02010b41cdec/antenna/power/set, {"power": 130}
1648651116.608147, sdrt-health/mac:02010b41cdec/antenna/power, no response
1648651121.628946, sdrt-health/mac:02010b41cdec/antenna/tag/scan, {"time": 60000}
1648651125.356471, sdrt-health/mac:02010b41cdec/antenna/state, connected
1648651125.357039, sdrt-health/mac:02010b41cdec/fw, {"version":"1.8.0","model":"200","hash":"2f556501b58f1dad542af428d7928d18","timestamp":1648651125}
1648651125.51814, sdrt-health/mac:02010b41cdec/antenna/version, 
1648651126.019952, sdrt-health/mac:02010b41cdec/antenna/power, 
1648651127.221397, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648651132.267253, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648651137.912763, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 97
1648651143.318435, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 97
1648651148.278009, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648651153.197647, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648651158.672922, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648651163.868155, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648651168.797384, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648651174.307868, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 86
1648651180.110808, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648651182.258859, sdrt-health/mac:02010b41cdec/antenna/tag/scan, scan stopped
