AP1_280_Antenna1,AP1_290_Antenna1,AP1_300_Antenna1,AP1_280_Antenna2,AP1_290_Antenna2,AP1_300_Antenna2,AP1_280_Antenna3,AP1_290_Antenna3,AP1_300_Antenna3,AP1_280_Antenna4,AP1_290_Antenna4,AP1_300_Antenna4,AP1_280_Antenna5,AP1_290_Antenna5,AP1_300_Antenna5,Anchor1_280_Antenna1,Anchor1_290_Antenna1,Anchor1_300_Antenna1,Anchor1_280_Antenna2,Anchor1_290_Antenna2,Anchor1_300_Antenna2,Anchor1_280_Antenna3,Anchor1_290_Antenna3,Anchor1_300_Antenna3,Anchor1_280_Antenna4,Anchor1_290_Antenna4,Anchor1_300_Antenna4,Anchor1_280_Antenna5,Anchor1_290_Antenna5,Anchor1_300_Antenna5,Anchor2_280_Antenna1,Anchor2_290_Antenna1,Anchor2_300_Antenna1,Anchor2_280_Antenna2,Anchor2_290_Antenna2,Anchor2_300_Antenna2,Anchor2_280_Antenna3,Anchor2_290_Antenna3,Anchor2_300_Antenna3,Anchor2_280_Antenna4,Anchor2_290_Antenna4,Anchor2_300_Antenna4,Anchor2_280_Antenna5,Anchor2_290_Antenna5,Anchor2_300_Antenna5,Anchor3_280_Antenna1,Anchor3_290_Antenna1,Anchor3_300_Antenna1,Anchor3_280_Antenna2,Anchor3_290_Antenna2,Anchor3_300_Antenna2,Anchor3_280_Antenna3,Anchor3_290_Antenna3,Anchor3_300_Antenna3,Anchor3_280_Antenna4,Anchor3_290_Antenna4,Anchor3_300_Antenna4,Anchor3_280_Antenna5,Anchor3_290_Antenna5,Anchor3_300_Antenna5,Anchor4_280_Antenna1,Anchor4_290_Antenna1,Anchor4_300_Antenna1,Anchor4_280_Antenna2,Anchor4_290_Antenna2,Anchor4_300_Antenna2,Anchor4_280_Antenna3,Anchor4_290_Antenna3,Anchor4_300_Antenna3,Anchor4_280_Antenna4,Anchor4_290_Antenna4,Anchor4_300_Antenna4,Anchor4_280_Antenna5,Anchor4_290_Antenna5,Anchor4_300_Antenna5,AP1_distance_Antenna1,AP1_distance_Antenna2,AP1_distance_Antenna3,AP1_distance_Antenna4,AP1_distance_Antenna5,AP1_Longitude,AP1_Latitude
0,0,0,0,0,0,0,0,0,61.9389,87.789,78.7401,0.9731,0.8005,1.4679,0,0,0,0,0,0,0,0,0,0.9366,41.5584,58.0124,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,1.8106,0,16.9238,0.4906,19.0998,33.1794,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.5583,0,48.0733,65.8253,0,0,0,0,0,0,0,0,0,1.0517,0.9152,0,129.241,112.8038,88.1377,29.84,21.59,20.42,3.01,7.54,-8.50099325,40.89702742
0,0,0,0,0,0,0,0,0,29.6821,80.5684,72.5201,1.2376,0.9986,2.4611,0,0,0,0,0,0,0,0,0,1.8436,41.0866,50.5679,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,0,5.6122,13.2564,0.7936,16.72,31.1818,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.7484,0,57.7496,75.8221,0,0,0,0,0,0,0,0,0,0.7197,0,1.3782,137.1938,116.6034,104.3103,29.78,21.66,20.48,3.17,7.37,-8.50099459,40.89702616
0,0,0,0,0,0,0,0,0,14.0704,66.0171,77.492,1.2376,1.118,2.9734,0,0,0,0,0,0,0,0,0,3.3699,39.6365,57.1228,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,0,5.7871,8.6035,4.839,18.4606,35.8404,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.5157,7.3636,43.7739,64.656,0,0,0,0,0,0,0,0,0,1.3672,0,1.7143,137.9262,108.9146,97.5437,29.64,21.64,20.44,3.35,7.2,-8.5009966,40.89702565
0,0,0,0,0,0,0,0,0,5.6511,59.9788,71.495,1.2376,1.3127,3.7594,0,0,0,0,0,0,0,0,0,3.8617,43.4101,49.7415,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,1.4519,1.0807,11.8268,1.8079,19.7052,29.6903,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.6893,5.4768,44.8202,50.5483,0,0,0,0,0,0,0,0,0,2.2842,1.6287,1.8845,127.8121,109.0733,93.0649,29.53,21.66,20.45,3.55,6.99,-8.50099862,40.89702464
0,0,0,0,0,0,0,0,0,0,59.2116,64.3039,1.2376,1.5622,4.4979,0,0,0,0,0,0,0,0,0,0.8777,40.971,54.7128,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,5.5727,3.5877,8.9609,0,18.631,35.9002,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.5316,12.8485,37.7293,36.5009,0,0,0,0,0,0,0,0,0,0.1849,0,2.0855,135.3302,104.4668,120.795,29.41,21.69,20.46,3.75,6.79,-8.50100063,40.89702362
0,0,0,0,0,0,0,0,0,12.8843,45.3555,56.8232,1.2376,1.8391,5.2699,0,0,0,0,0,0,0,0,0,2.8314,41.5506,57.7606,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,4.3648,4.1903,9.3127,4.3163,18.6544,32.5011,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.6517,4.2114,62.915,61.9267,0,0,0,0,0,0,0,0,0,0.9772,0.956,0.901,122.9561,110.7229,110.512,29.32,21.73,20.49,3.92,6.62,-8.5010023,40.89702261
0,0,0,0,0,0,0,0,0,0.9606,35.5924,49.9752,2.1101,2.7532,15.4665,0,0,0,0,0,0,0,0,0,2.9087,41.8351,49.4589,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,2.2342,6.9929,8.0141,1.0743,15.217,32.9458,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.5099,4.8219,52.418,57.4025,0,0,0,0,0,0,0,0,0,2.4026,1.0715,1.1774,125.2353,120.1796,108.982,29.22,21.79,20.53,4.14,6.4,-8.50100432,40.89702134
0,0,0,0,0,0,0,0,0,1.0326,27.9911,43.2977,8.4743,3.4674,4.4635,0,0,0,0,0,0,0,0,0,1.9642,40.439,54.1721,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,0,8.1888,11.828,1.6303,16.9885,36.1559,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.6513,3.1219,44.3237,76.684,0,0,0,0,0,0,0,0,0,0.2022,0.0556,0.4189,128.9045,142.7962,111.8527,29.06,21.76,20.48,4.34,6.2,-8.50100666,40.89702083
0,0,0,0,0,0,0,0,0,0,23.9829,44.2735,0,0.9236,11.4248,0,0,0,0,0,0,0,0,0,1.8217,40.2403,50.4095,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,3.1028,3.4134,6.4951,0.8044,18.7677,34.784,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.646,0,64.2061,61.6478,0,0,0,0,0,0,0,0,0,1.2567,0,2.7761,132.6308,115.7093,116.335,28.97,21.81,20.51,4.52,6.03,-8.50100834,40.89701982
0,0,0,0,0,0,0,0,0,1.3776,16.1511,29.6007,3.5554,4.6582,11.8185,0,0,0,0,0,0,0,0,0,1.0536,41.1859,52.002,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,4.3857,0,5.9668,0,17.7462,37.9287,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.4392,8.4807,35.9656,57.2803,0,0,0,0,0,0,0,0,0,0.3188,0,0.9389,134.3258,113.6983,94.138,28.88,21.87,20.56,4.73,5.82,-8.50101035,40.89701855
0,0,0,0,0,0,0,0,0,2.2253,15.6202,31.851,0,6.4022,14.9926,0,0,0,0,0,0,0,0,0,2.323,41.1302,54.9441,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,5.1045,0.6148,6.2941,1.1845,16.2043,32.8275,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.7154,17.1998,36.0903,56.5773,0,0,0,0,0,0,0,0,0,1.4482,0,2.141,133.1777,117.0764,110.0589,28.78,21.89,20.57,4.9,5.65,-8.50101203,40.89701779
0,0,0,0,0,0,0,0,0,0,16.6436,23.6444,0,0,0,0,0,0,0,0,0,0,0,0,3.2062,42.5792,57.9171,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,0,8.9445,6.4896,1.3681,16.757,31.6355,0,0,0,0,0,0,0,0,0,1.2376,1.302,2.9121,3.0074,51.8376,55.7379,0,0,0,0,0,0,0,0,0,1.1739,0.2372,1.2962,140.7922,123.7828,102.0807,28.65,21.92,20.58,5.12,5.43,-8.50101437,40.89701678
0,0,0,0,0,0,0,0,0,2.6382,3.9518,17.0564,1.6324,16.5707,16.6251,0,0,0,0,0,0,0,0,0,3.4332,41.6673,54.5418,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,1.5607,1.7845,6.0973,0.0931,16.1166,29.1741,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.4729,0,39.2478,60.206,0,0,0,0,0,0,0,0,0,0,0.9924,2.4704,145.4124,117.2431,99.7755,28.49,21.9,20.55,5.33,5.22,-8.50101672,40.89701627
0,0,0,0,0,0,0,0,0,1.7047,7.9177,16.6219,1.5928,9.8039,41.0768,0,0,0,0,0,0,0,0,0,0.9044,41.8233,52.5419,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,4.0186,1.1602,9.9854,3.2682,18.7969,42.1573,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.5254,0.1348,40.0809,52.1212,0,0,0,0,0,0,0,0,0,0.6848,1.3197,0,136.286,108.5406,117.563,28.37,21.92,20.55,5.51,5.03,-8.50101873,40.89701551
0,0,0,0,0,0,0,0,0,1.9047,5.1019,12.7968,1.3966,18.3252,22.5199,0,0,0,0,0,0,0,0,0,3.7809,43.5831,53.8321,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,0,4.3388,13.7634,1.8723,17.4407,26.8631,0,0,0,0,0,0,0,0,0,1.2376,1.302,4.0,10.8606,57.8661,76.0067,0,0,0,0,0,0,0,0,0,0.8653,0.1748,0.1682,136.212,132.3039,95.8581,28.26,22.01,20.62,5.77,4.79,-8.50102108,40.89701399
0,0,0,0,0,0,0,0,0,1.671,4.086,9.9861,2.0597,19.3395,36.7283,0,0,0,0,0,0,0,0,0,2.1728,40.6774,52.91,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,0,5.7248,19.4641,1.148,17.9131,29.3712,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.8814,3.3078,47.4711,63.4733,0,0,0,0,0,0,0,0,0,1.2909,0,0,151.849,136.4134,105.3677,28.11,21.95,20.55,5.92,4.63,-8.50102309,40.89701399
0,0,0,0,0,0,0,0,0,0,1.3497,6.534,0.8389,27.6781,38.5342,0,0,0,0,0,0,0,0,0,1.5423,41.3471,53.0225,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,4.802,5.6798,4.5784,2.6466,20.0667,35.304,0,0,0,0,0,0,0,0,0,1.2376,1.302,4.053,11.237,50.9519,67.9487,0,0,0,0,0,0,0,0,0,1.4323,0.5632,0.2783,143.67,95.8334,86.2577,28.01,22.0,20.59,6.12,4.43,-8.5010251,40.89701298
0,0,0,0,0,0,0,0,0,4.8249,1.9051,7.8189,1.73,30.9726,47.123,0,0,0,0,0,0,0,0,0,1.9865,40.365,53.912,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,1.7226,0.8213,7.4279,1.0147,16.9445,34.3769,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.339,0,41.3393,49.751,0,0,0,0,0,0,0,0,0,0.7514,1.3704,1.7253,141.8896,125.3527,94.1127,27.87,22.01,20.59,6.33,4.22,-8.50102745,40.89701222
0,0,0,0,0,0,0,0,0,1.2376,1.8954,5.4219,0,52.1108,45.4301,0,0,0,0,0,0,0,0,0,2.6661,42.8915,57.4407,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,0,1.3193,8.4594,0.2325,15.6007,22.4235,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.9429,7.3268,47.8491,66.2299,0,0,0,0,0,0,0,0,0,0.3853,1.4783,1.9236,132.5073,119.7483,92.8642,27.71,22.05,20.6,6.59,3.97,-8.50103013,40.8970112
0,0,0,0,0,0,0,0,0,1.2376,1.6063,4.6237,2.5439,53.5484,49.5051,0,0,0,0,0,0,0,0,0,3.0091,38.5075,56.5833,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,3.6184,7.3308,14.1939,4.1572,17.4938,32.6939,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.9664,0,51.903,72.674,0,0,0,0,0,0,0,0,0,1.5862,0.7972,1.3632,128.2976,124.8072,96.7873,27.64,22.11,20.65,6.76,3.79,-8.50103181,40.89701019
0,0,0,0,0,0,0,0,0,1.2376,1.302,3.981,14.8518,56.385,84.3436,0,0,0,0,0,0,0,0,0,2.6175,39.4516,52.2389,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,0.2409,3.5199,4.0201,1.9223,18.6243,29.3598,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.6691,13.5017,48.4168,83.4393,0,0,0,0,0,0,0,0,0,0.8967,0.7408,2.9462,141.5628,117.0431,102.6456,27.53,22.19,20.71,7.0,3.56,-8.50103416,40.89700892
0,0,0,0,0,0,0,0,0,1.2376,1.1023,2.933,14.2182,78.62,76.6366,0,0,0,0,0,0,0,0,0,0.845,43.1843,53.4619,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,0,6.4492,9.0394,0.6143,18.4612,30.7764,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.6876,0,66.4411,70.1771,0,0,0,0,0,0,0,0,0,2.4976,0,1.1121,126.4822,125.6291,110.8373,27.39,22.21,20.72,7.22,3.34,-8.5010365,40.89700816
0,0,0,0,0,0,0,0,0,1.2376,0.9864,2.5887,42.927,80.382,81.753,0,0,0,0,0,0,0,0,0,1.3445,41.7218,53.5019,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,0.46,2.3002,14.6872,1.2291,16.0477,36.1504,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.2924,0.7967,46.1048,63.3602,0,0,0,0,0,0,0,0,0,0.653,0,3.2792,135.3984,126.092,91.8923,27.27,22.22,20.72,7.39,3.16,-8.50103851,40.89700766
0,0,0,0,0,0,0,0,0,1.2165,0.8433,4.0313,65.6829,78.9203,83.3814,0,0,0,0,0,0,0,0,0,2.1279,41.285,54.7889,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,1.8944,1.7943,23.1958,2.1527,13.6199,23.4715,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.6467,0,43.3794,76.7548,0,0,0,0,0,0,0,0,0,1.3039,0.6355,1.8057,132.6214,111.4944,109.9142,27.17,22.23,20.72,7.54,3.01,-8.50104019,40.89700715
0,0,0,0,0,0,0,0,0,1.4345,0.7068,3.1686,91.7008,96.3269,81.5897,0,0,0,0,0,0,0,0,0,3.1124,40.491,52.5714,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,3.2699,7.9995,11.4582,0,16.9681,37.3114,0,0,0,0,0,0,0,0,0,1.2376,1.302,4.3317,1.1445,63.7144,61.6504,0,0,0,0,0,0,0,0,0,1.7071,1.2426,0.963,135.4059,115.5704,106.7712,27.06,22.27,20.75,7.73,2.82,-8.5010422,40.89700639
0,0,0,0,0,0,0,0,0,1.1255,0.8819,2.6195,110.4733,94.0113,83.8647,0,0,0,0,0,0,0,0,0,2.7496,41.5476,51.402,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,5.3571,5.7731,12.3994,0,18.6015,29.7118,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.6759,0,49.9833,53.1521,0,0,0,0,0,0,0,0,0,1.9289,0.7787,0,140.9797,112.8943,80.402,26.98,22.31,20.78,7.9,2.66,-8.50104388,40.89700563
0,0,0,0,0,0,0,0,0,1.2376,0.725,2.4488,133.2075,106.5032,99.9481,0,0,0,0,0,0,0,0,0,2.2235,40.1065,53.2521,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,0,2.2597,11.4236,0.7518,20.0094,31.7704,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.5742,0,46.7084,66.1563,0,0,0,0,0,0,0,0,0,1.9253,1.6166,2.4096,133.4187,143.8996,113.4634,26.82,22.29,20.74,8.08,2.47,-8.50104623,40.89700537
0,0,0,0,0,0,0,0,0,1.2376,0.6903,1.5245,130.2894,110.9265,89.4509,0,0,0,0,0,0,0,0,0,2.0578,42.1142,55.6631,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,0,4.9354,11.2807,0.2669,17.0268,35.0686,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.8217,0,58.0832,61.283,0,0,0,0,0,0,0,0,0,1.2279,0,1.3551,144.8675,124.0267,114.4745,26.75,22.37,20.81,8.26,2.3,-8.5010479,40.89700436
0,0,0,0,0,0,0,0,0,1.2376,0.6611,1.3768,129.1425,114.9949,83.8071,0,0,0,0,0,0,0,0,0,1.9123,41.3558,55.4113,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,4.5084,7.7415,5.0862,0.5047,17.758,35.5114,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.0423,6.9915,50.585,38.8056,0,0,0,0,0,0,0,0,0,1.2763,1.2001,1.2384,144.429,124.4199,105.1501,26.66,22.44,20.87,8.46,2.1,-8.50104991,40.89700335
0,0,0,0,0,0,0,0,0,0.6446,0.2768,0.6283,132.3886,111.967,112.2749,0,0,0,0,0,0,0,0,0,0,41.9027,50.0032,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,7.3019,0,8.3075,1.8123,15.1247,28.1792,0,0,0,0,0,0,0,0,0,1.2376,1.302,4.0685,13.2319,59.2361,83.5591,0,0,0,0,0,0,0,0,0,0.571,0.8102,1.8507,129.161,117.677,97.2156,26.57,22.51,20.92,8.67,1.9,-8.50105193,40.89700233
0,0,0,0,0,0,0,0,0,0.7687,0.6255,2.1819,137.4285,136.1896,111.084,0,0,0,0,0,0,0,0,0,2.4611,43.1405,55.5519,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,0,6.5994,11.3185,1.7413,17.7245,29.0851,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.3822,6.7476,49.7181,57.777,0,0,0,0,0,0,0,0,0,1.5525,0.5842,1.3271,135.8462,114.4957,104.1651,26.45,22.53,20.93,8.84,1.73,-8.50105394,40.89700183
0,0,0,0,0,0,0,0,0,0,1.5075,0.17,141.1317,121.9432,97.47,0,0,0,0,0,0,0,0,0,2.348,41.7708,53.7199,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,4.2407,3.2803,7.6933,2.9756,20.0398,32.8534,0,0,0,0,0,0,0,0,0,1.2376,1.302,4.164,24.1536,41.9731,89.1336,0,0,0,0,0,0,0,0,0,0,1.6266,1.5261,143.6604,131.9825,118.7038,26.36,22.55,20.95,8.99,1.58,-8.50105561,40.89700132
0,0,0,0,0,0,0,0,0,1.9217,1.6986,2.9413,142.2724,106.6565,95.487,0,0,0,0,0,0,0,0,0,2.635,39.2908,56.0738,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,1.6028,4.0499,10.7122,4.5048,16.6138,31.8995,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.9472,14.5097,44.6384,52.6609,0,0,0,0,0,0,0,0,0,2.106,1.1628,0.5061,138.4919,124.61,91.7881,26.26,22.6,20.98,9.18,1.39,-8.50105762,40.89700056
0,0,0,0,0,0,0,0,0,1.1539,1.5593,1.8115,128.0952,120.2746,103.6166,0,0,0,0,0,0,0,0,0,2.0935,39.5043,57.2052,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,0,5.7417,17.0248,0,18.2566,26.2921,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.7435,8.9446,44.6345,64.8158,0,0,0,0,0,0,0,0,0,1.7619,1.6728,1.7381,138.429,113.3325,93.8439,26.13,22.59,20.97,9.34,1.22,-8.50105964,40.89700031
0,0,0,0,0,0,0,0,0,2.8685,0,0.9139,116.9603,130.4344,114.2843,0,0,0,0,0,0,0,0,0,0.1959,40.6922,55.0135,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,0,3.3502,15.9796,0,18.212,32.6694,0,0,0,0,0,0,0,0,0,1.2376,1.302,4.0226,2.5158,49.9072,37.967,0,0,0,0,0,0,0,0,0,1.5593,0,0.7772,139.8767,106.1469,109.8264,26.09,22.68,21.05,9.5,1.08,-8.50106098,40.89699929
0,0,0,0,0,0,0,0,0,0,0.9244,1.9244,148.6095,132.0481,97.8412,0,0,0,0,0,0,0,0,0,2.8756,40.592,52.2387,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,3.1901,3.5852,5.7988,1.7063,15.3154,31.1734,0,0,0,0,0,0,0,0,0,1.2376,1.302,4.3829,0,38.8097,43.0909,0,0,0,0,0,0,0,0,0,1.281,0.0908,1.0824,133.6009,120.3405,87.4326,25.97,22.71,21.06,9.67,0.91,-8.50106299,40.89699879
0,0,0,0,0,0,0,0,0,3.4372,0.2878,2.8471,136.7519,138.7697,99.2435,0,0,0,0,0,0,0,0,0,3.3733,42.2981,58.0648,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,0,6.4422,10.9169,0.7069,17.5514,39.8906,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.121,5.1648,64.771,60.125,0,0,0,0,0,0,0,0,0,0.1097,1.0544,2.6623,136.2365,121.8173,91.3508,25.88,22.81,21.15,9.91,0.7,-8.50106534,40.89699752
0,0,0,0,0,0,0,0,0,0,0,0,123.2275,123.6607,130.0627,0,0,0,0,0,0,0,0,0,2.1085,39.7528,49.5597,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,2.9802,3.7316,10.3963,2.2963,16.9112,30.7915,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.9081,3.3041,53.1822,56.0683,0,0,0,0,0,0,0,0,0,1.5547,0.1542,0.8438,126.7581,98.2613,94.5582,25.79,22.84,21.17,10.06,0.56,-8.50106701,40.89699701
0,0,0,0,0,0,0,0,0,0,0,0,118.5286,118.7891,102.0951,0,0,0,0,0,0,0,0,0,1.8828,41.4122,54.3437,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,3.8486,6.1313,10.0209,0,14.2793,31.708,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.1883,0.5946,56.0588,76.9808,0,0,0,0,0,0,0,0,0,2.0965,2.0472,1.1698,128.9168,111.4907,87.8026,25.66,22.87,21.19,10.26,0.37,-8.50106936,40.8969965
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0314,40.301,51.8619,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,0,4.5305,0.3062,1.8462,15.2173,32.4357,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.3036,16.3497,65.0577,80.4136,0,0,0,0,0,0,0,0,0,1.7324,2.6037,0,134.3651,127.7592,111.8193,25.57,22.9,21.21,10.42,0.27,-8.50107104,40.896996
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3334,40.6106,51.3009,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,0,0.0344,17.882,1.912,17.6087,31.9402,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.8631,1.9316,48.3583,47.0811,0,0,0,0,0,0,0,0,0,0.8362,0,0.7868,130.1564,115.8168,102.4695,25.77,23.06,21.38,10.36,0.47,-8.50106936,40.89699473
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6234,40.5995,53.7066,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,0,3.4779,8.0342,1.5133,18.505,31.0206,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.5344,0,46.6748,66.7986,0,0,0,0,0,0,0,0,0,1.4739,1.1238,1.2074,130.1302,118.1981,95.2898,25.85,23.05,21.38,10.24,0.54,-8.50106802,40.89699498
0,0,0,0,0,0,0,0,0,0,0,0,159.7523,110.2985,103.0936,0,0,0,0,0,0,0,0,0,2.8729,41.8783,52.5967,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,2.7948,0.5122,11.8598,2.3803,17.5544,28.2904,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.8009,0,46.1208,68.0742,0,0,0,0,0,0,0,0,0,1.1345,0,1.3263,138.7359,118.7764,95.3391,25.88,22.96,21.29,10.09,0.6,-8.50106668,40.896996
0,0,0,0,0,0,0,0,0,0.5168,0.3413,0.7009,146.8867,138.9549,114.5295,0,0,0,0,0,0,0,0,0,1.7719,41.3431,55.8828,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,1.0126,0.9757,19.4322,0.1305,17.1018,30.9994,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.7386,0,35.5881,91.6581,0,0,0,0,0,0,0,0,0,0.91,1.7629,0.4172,146.341,133.4591,80.4359,25.98,22.95,21.29,9.95,0.74,-8.501065,40.89699625
0,0,0,0,0,0,0,0,0,1.2839,0.777,0,129.2165,117.0895,107.6904,0,0,0,0,0,0,0,0,0,0,42.1058,52.8695,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,0.859,1.0426,0,0.0902,17.9065,34.5943,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.6166,0,42.2938,53.644,0,0,0,0,0,0,0,0,0,1.2235,0,0.6933,141.85,98.3738,116.3116,26.05,22.92,21.27,9.83,0.84,-8.50106366,40.89699676
0,0,0,0,0,0,0,0,0,0.4781,0.6139,1.6562,145.3647,121.3391,78.5393,0,0,0,0,0,0,0,0,0,1.3571,40.3858,59.2032,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,2.9406,4.8649,1.5872,2.9177,17.3091,40.6313,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.3499,0,58.0622,61.4973,0,0,0,0,0,0,0,0,0,0.5185,0,0.3765,141.1759,119.8316,88.7813,26.05,22.92,21.27,9.83,0.84,-8.50106366,40.89699676
0,0,0,0,0,0,0,0,0,2.0695,1.2692,1.0715,154.158,128.0298,108.2557,0,0,0,0,0,0,0,0,0,1.8665,41.7461,52.6261,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,3.8318,5.3145,15.1219,0,16.5635,36.1618,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.6043,9.5121,54.1995,71.4675,0,0,0,0,0,0,0,0,0,0.9296,0.0521,1.3281,143.9336,127.9514,91.5198,26.11,22.88,21.24,9.7,0.95,-8.50106232,40.89699726
0,0,0,0,0,0,0,0,0,0.3008,1.5497,0.5291,161.608,108.2774,88.6896,0,0,0,0,0,0,0,0,0,2.8424,41.337,55.9305,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,4.4683,5.8087,6.6604,1.4541,18.9411,23.243,0,0,0,0,0,0,0,0,0,1.2376,1.302,4.2877,3.5746,60.3024,83.7327,0,0,0,0,0,0,0,0,0,0.8128,0,1.7958,130.8776,106.6182,101.579,26.2,22.85,21.22,9.55,1.09,-8.50106064,40.89699777
0,0,0,0,0,0,0,0,0,1.1953,0,2.1998,144.7672,147.2902,60.6244,0,0,0,0,0,0,0,0,0,4.5846,40.6571,49.773,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,0,9.8805,12.3534,3.7554,18.977,39.5044,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.8906,13.581,52.8375,36.0386,0,0,0,0,0,0,0,0,0,0.3963,0.5282,0.0772,121.2523,103.3997,94.803,26.29,22.82,21.2,9.4,1.24,-8.50105897,40.89699828
