RSSI_Antenna_1,RSSI_Antenna_2,RSSI_Antenna_3,RSSI_Antenna_4,RSSI_Antenna_5,RSSI_Antenna_6,RSSI_Antenna_7,RSSI_Antenna_8,RSSI_Antenna_9,RSSI_Antenna_10,AssetPoint_Longitude,AssetPoint_Latitude
-59.7,-60.08,-61.21,-71.59,-75.92,-170,-170,-73.48,-170,-170,-8.65962766,40.63104457
-59.19,-59.58,-61.88,-73.76,-76.16,-170,-170,-73.11,-170,-170,-8.65961685,40.63103591
-59.23,-59.56,-62.14,-73.83,-74.17,-170,-170,-73.85,-170,-170,-8.65961114,40.63103287
-59.17,-59.51,-62.32,-73.98,-74.33,-170,-170,-73.9,-170,-170,-8.65960784,40.63103097
-59.11,-59.31,-62.54,-73.89,-74.38,-170,-170,-74.0,-170,-170,-8.65960447,40.63102747
-59.03,-59.36,-62.7,-73.38,-74.48,-170,-170,-73.89,-170,-170,-8.65960041,40.63102553
-58.8,-170,-62.91,-76.26,-74.44,-170,-170,-74.14,-170,-170,-8.6595933,40.63102098
-58.69,-170,-63.47,-76.41,-74.76,-170,-170,-74.39,-170,-170,-8.65958472,40.63101548
-57.59,-170,-63.65,-74.48,-74.79,-170,-170,-74.44,-170,-170,-8.65958093,40.63101254
-58.78,-170,-63.85,-74.63,-74.96,-170,-170,-74.43,-170,-170,-8.65957528,40.63100893
-58.78,-170,-63.29,-74.59,-74.91,-170,-170,-74.49,-170,-170,-8.65957528,40.63100893
-58.58,-170,-63.92,-74.59,-74.96,-170,-170,-74.57,-170,-170,-8.65957528,40.63100893
