distance,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,280,290,300
"[0.5, 1.0, 1.5, 2.0, 2.5, 3.0, 3.5, 4.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.67, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[6.67, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1080.67, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1744.33, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2658.67, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2641.0, 11.33, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0]","[2638.0, 9.33, 0.0, 9.33, 0.0, 0.0, 0.0, 0.0]","[2652.67, 37.67, 8.67, 10.33, 0.0, 0.0, 0.0, 0.0]","[2643.33, 855.67, 9.33, 9.67, 0.0, 0.0, 0.0, 0.0]","[2654.0, 1526.0, 11.33, 360.33, 0.0, 0.0, 0.0, 0.0]","[2649.0, 1970.0, 72.0, 703.0, 4.67, 3.0, 0.0, 7.67]","[2658.33, 2376.67, 157.0, 947.0, 10.0, 0.33, 0.0, 9.67]","[2644.0, 2659.33, 918.67, 2276.33, 91.0, 9.0, 9.33, 33.33]","[2644.67, 2647.33, 1200.0, 2425.67, 421.0, 37.33, 9.33, 518.0]","[2641.0, 2640.33, 1726.0, 2522.33, 922.67, 255.67, 6.67, 994.33]"
