1648657208.899797, sdrt-health/mac:02010b41cdec/antenna/power/set, {"power": 300}
1648657209.480842, sdrt-health/mac:02010b41cdec/antenna/power, no response
1648657214.502585, sdrt-health/mac:02010b41cdec/antenna/tag/scan, {"time": 60000}
1648657214.801569, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648657214.847173, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648657214.885265, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648657214.886514, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648657214.930898, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648657214.931158, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648657214.98453, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648657214.984945, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648657215.013633, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648657215.076281, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648657215.076696, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648657215.090158, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648657215.101357, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 86
1648657215.103378, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648657215.148137, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648657215.176517, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648657215.176956, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648657215.1938, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648657215.270238, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648657215.270711, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648657215.312667, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648657215.341105, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648657215.341518, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648657215.34183, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648657215.355594, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648657215.403552, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648657215.456222, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648657215.456802, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648657215.469501, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 97
1648657215.484596, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 97
1648657215.5234, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 97
1648657215.577456, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 97
1648657215.577881, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 97
1648657215.590902, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 97
1648657215.603785, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 91
1648657215.60425, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 97
1648657215.644308, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648657215.682876, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648657215.73943, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 97
1648657215.739888, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 97
1648657215.752566, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 97
1648657215.784103, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 91
1648657215.784533, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648657215.81144, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657215.841523, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648657215.841929, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648657215.855451, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648657215.855939, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657215.902319, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 97
1648657215.945845, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 97
1648657215.973969, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 91
1648657215.974419, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 97
1648657215.987083, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 97
1648657215.987615, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 97
1648657216.036048, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648657216.072048, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648657216.130149, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648657216.130579, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648657216.144352, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657216.144878, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657216.164917, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 91
1648657216.203151, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 97
1648657216.258879, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 97
1648657216.259347, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 97
