1648657738.616963, sdrt-health/mac:02010b41cdec/antenna/power/set, {"power": 220}
1648657739.20645, sdrt-health/mac:02010b41cdec/antenna/power, no response
1648657744.227817, sdrt-health/mac:02010b41cdec/antenna/tag/scan, {"time": 60000}
1648657745.112135, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657745.165783, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648657745.192396, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657745.192807, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657745.193122, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657745.224185, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657745.290429, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657745.290895, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657745.30429, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657745.347748, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657745.348196, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657745.36095, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657745.377686, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657745.444379, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657745.444637, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648657745.457545, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657745.457776, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657745.481915, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657745.623063, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657745.689436, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657745.717012, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657745.717396, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657745.717712, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657745.718047, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657746.009314, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657746.058021, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648657746.084581, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657746.085057, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657746.110133, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657746.34162, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648657746.402734, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657746.453707, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648657746.48121, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648657746.48164, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657746.497173, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648657746.668646, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657746.669123, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648657746.703622, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648657746.730515, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657746.730966, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648657746.755153, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648657746.927054, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657746.927527, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657746.961581, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657746.98908, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657746.989533, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657747.012011, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648657747.074001, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657747.074517, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657747.086755, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657747.109707, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657747.341556, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648657747.5671, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657747.60943, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648657747.636267, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648657747.636764, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657747.6631, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657747.893698, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657748.468769, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648657748.515448, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648657748.576088, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648657748.576542, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648657748.59711, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648657748.597537, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648657749.015411, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648657749.059781, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648657749.087085, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657749.087502, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657749.108162, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657749.342942, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657749.384004, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657749.430866, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657749.458324, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657749.458915, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657749.477413, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657749.710913, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657749.777233, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657749.918111, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657749.978147, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657750.01133, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657750.011793, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657750.024815, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657750.312202, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657750.361204, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657750.395608, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648657750.396086, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648657750.396406, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648657750.409655, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648657750.473167, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648657750.539346, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657750.540853, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657750.55341, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657750.553736, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657750.553978, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648657750.967652, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657751.023083, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657751.05358, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657751.053993, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657751.054305, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657751.054636, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657751.617785, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648657751.675526, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657751.70309, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657751.703549, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657751.703875, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657751.724509, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648657751.775879, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657751.803218, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648657751.803766, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657751.804212, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657751.825183, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657751.887742, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648657751.888198, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
