RSSI_Antenna_1,RSSI_Antenna_2,RSSI_Antenna_3,RSSI_Antenna_4,AssetPoint_Longitude,AssetPoint_Latitude
-51.702312375388644,-170,-77.6795385320891,-75.04916809442147,-8.50131311,40.89710117
-53.53617038961111,-170,-77.60531044529118,-71.04176798256452,-8.50131042,40.89710193
-53.3360559224515,-170,-77.53864995222628,-71.03919788021352,-8.50130741,40.89710295
-53.073876864549476,-170,-81.43838659518255,-71.03424225176273,-8.50130338,40.89710421
-52.899437032615864,-170,-79.3800706452642,-71.03529984679977,-8.50130104,40.89710497
-52.71430730982876,-170,-77.32829077865789,-71.05615728083987,-8.50129869,40.89710624
-52.47246901219988,-170,-79.35090480298646,-71.15109129631529,-8.50129835,40.89710877
-52.28749190876689,-170,-79.43145383871568,-71.29142527213061,-8.50130003,40.89711156
-52.13315246612228,-170,-79.50338182417468,-71.40232670596698,-8.50130137,40.89711384
-49.99012671465758,-170,-79.57115461916155,-71.51092608834045,-8.50130271,40.89711612
-49.81583193600805,-170,-77.65599729817313,-71.64325786258901,-8.50130439,40.89711891
-49.70948117458166,-170,-77.74341550735056,-71.75795263937326,-8.50130640,40.89712119
-49.56446300066805,-170,-77.81871770900027,-71.87730512104929,-8.50130808,40.89712373
-49.295041449223326,-170,-75.80717132617903,-71.93501515741062,-8.50130640,40.89712575
-48.951673296844085,-170,-77.77628961632735,-71.99320352767623,-8.50130405,40.89712803
-48.60260129296323,-170,-77.7326067530922,-72.04147402318371,-8.50130137,40.89713006
-48.19125948064963,-170,-79.63801386215697,-74.0520694070434,-8.50129701,40.89713158
-47.834116420527934,-170,-79.56446394605652,-76.07462409887123,-8.50129366,40.89713310
-47.35426057408375,-170,-75.45693836547056,-76.09472311901649,-8.50128897,40.89713488
-46.95615640419605,-170,-75.39449521155981,-82.11687214325198,-8.50128528,40.89713640
-46.62704894929686,-170,-73.34513376490577,-80.15312596867096,-8.50128293,40.89713792
-46.25407847517093,-170,-75.3210724714686,-76.19986281724425,-8.50128058,40.89713969
-45.90859659387876,-170,-73.2825467311016,-74.23737822255102,-8.50127824,40.89714121
-45.49121869509385,-170,-73.24259843715882,-76.28232537944098,-8.50127555,40.89714299
-45.0614512713655,-170,-73.20094213967955,-80.32786296713967,-8.50127287,40.89714476
-44.52728094802756,-170,-75.14633657432938,-82.37865734433518,-8.50126952,40.89714679
-43.83890507758946,-170,-75.08723212653977,-82.44004092451979,-8.50126550,40.89714932
-43.476947300826616,-170,-75.09237111298854,-82.5048104328848,-8.50126449,40.89715110
-42.945352877095985,-170,-77.04834295662104,-82.5506088541684,-8.50126147,40.89715287
-42.393408864723035,-170,-77.02661858229587,-84.61201427176582,-8.50125913,40.89715490
-41.606436747310184,-170,-73.00346805575174,-84.6976201601191,-8.50125611,40.89715769
