RSSI_Antenna_1,RSSI_Antenna_2,RSSI_Antenna_3,RSSI_Antenna_4,AssetPoint_Longitude,AssetPoint_Latitude
-52.716720215268865,-170,-78.71835636587994,-170,-8.50131311,40.89710117
-54.55716491989224,-170,-78.65876758520294,-170,-8.50131042,40.89710193
-54.35611318918778,-170,-78.58374119780296,-170,-8.50130741,40.89710295
-54.09465321264426,-170,-82.48150534465465,-170,-8.50130338,40.89710421
-53.938810351102795,-170,-80.42710270635328,-170,-8.50130104,40.89710497
-53.73545862530986,-170,-78.37069068522568,-170,-8.50129869,40.89710624
-53.49446962213486,-170,-80.39171184285115,-170,-8.50129835,40.89710877
-53.3095079839937,-170,-80.48199446483977,-170,-8.50130003,40.89711156
-53.16006651369944,-170,-80.54992796128775,-170,-8.50130137,40.89711384
-51.01311777841709,-170,-80.61781071105287,-170,-8.50130271,40.89711612
-50.83892258023583,-170,-78.70019844420989,-170,-8.50130439,40.89711891
-50.73302334506771,-170,-78.78858347386904,-170,-8.50130640,40.89712119
-50.59252599592462,-170,-78.86742263199156,-170,-8.50130808,40.89712373
-50.318803770715064,-170,-76.84255155919112,-170,-8.50130640,40.89712575
-49.97653987090332,-170,-78.82036838186116,-170,-8.50130405,40.89712803
-49.55635013706293,-170,-78.77849060901212,-170,-8.50130137,40.89713006
-49.20045919057875,-170,-80.68317082084165,-170,-8.50129701,40.89713158
-48.86379277905222,-170,-80.61583156685819,-170,-8.50129366,40.89713310
-48.38027578747373,-170,-76.51644716331322,-76.08362433218477,-8.50128897,40.89713488
-47.98115747237403,-170,-76.43972957390545,-80.10481997914502,-8.50128528,40.89713640
-47.65770558824859,-170,-74.39989866625292,-80.14244680907885,-8.50128293,40.89713792
-47.288040545715845,-170,-76.3678651290867,-78.18884610677115,-8.50128058,40.89713969
-46.94147861840384,-170,-74.33035912384213,-74.22697879894224,-8.50127824,40.89714121
-46.525018184085425,-170,-74.27603770874956,-76.27178762631476,-8.50127555,40.89714299
-46.096925625420944,-170,-74.22583069130613,-78.31787321527861,-8.50127287,40.89714476
-45.561781058801195,-170,-76.16194729740683,-80.3686830423863,-8.50126952,40.89714679
-44.88805409312363,-170,-78.12842095195043,-82.43369453450347,-8.50126550,40.89714932
-44.517813324861294,-170,-76.13999645360231,-82.4935943682399,-8.50126449,40.89715110
-43.98576130768115,-170,-78.0947261526327,-82.54179771067422,-8.50126147,40.89715287
-43.435993954643514,-170,-78.07287475313831,-84.60276557407119,-8.50125913,40.89715490
-42.65455591594563,-170,-74.04980996549016,-84.68889955859764,-8.50125611,40.89715769
-42.036788868946125,-170,-78.0128619814983,-86.73897096994042,-8.50125343,40.89715946
-41.95765784557282,-170,-77.91806668787929,-86.67722984899446,-8.50125041,40.89715870
-41.7842099533721,-170,-77.79619872975871,-80.66981263426064,-8.50124706,40.89715870
-41.763888520339925,-170,-77.74771746853666,-82.63663184930286,-8.50124471,40.89715819
