RSSI_Antenna_1,RSSI_Antenna_2,RSSI_Antenna_3,RSSI_Antenna_4,AssetPoint_Longitude,AssetPoint_Latitude
-51.60818792477279,-59.24483793659604,-61.71952783094204,-59.9598168308283,-8.50131311,40.89710117
-51.4442395174372,-59.152909614517014,-61.65295849700501,-59.95087267758545,-8.50131042,40.89710193
-51.22869443248073,-59.03926118915633,-61.579897471318816,-59.94551040823011,-8.50130741,40.89710295
-50.978358079666805,-58.88734081309427,-61.48041668075389,-59.94497489943841,-8.50130338,40.89710421
-50.81295128822883,-58.79779504665495,-61.39787100085937,-59.94432974907763,-8.50130104,40.89710497
-50.61443526379433,-58.69921704266874,-61.37081599099685,-59.957311840706055,-8.50129869,40.89710624
-50.37191779020711,-58.69266640545473,-61.390959706080366,-60.06689265548854,-8.50129835,40.89710877
-50.18554939753518,-58.75871332562415,-61.47836641722648,-60.190912230074275,-8.50130003,40.89711156
-50.03372405568196,-58.80891525388668,-61.54650178245054,-60.314658621482444,-8.50130137,40.89711384
-49.88376779048577,-58.85177816255303,-61.60643539139366,-60.42406196316715,-8.50130271,40.89711612
-49.70772114676021,-58.93095104099839,-61.699290196618634,-60.557135272090015,-8.50130439,40.89711891
-49.59833917700026,-59.016896160029695,-61.784229656389805,-60.67261762979123,-8.50130640,40.89712119
-49.4578105827492,-59.08755472545763,-61.86675461644785,-60.7931093923002,-8.50130808,40.89712373
-49.18050946877432,-59.03230906547794,-61.8497615432221,-60.850374295799725,-8.50130640,40.89712575
-48.81937011627219,-58.95295654665777,-61.8169953804479,-60.911499119124,-8.50130405,40.89712803
-48.468053894527834,-58.86097944481248,-61.776795216922885,-60.959065612128924,-8.50130137,40.89713006
-48.06839712843505,-58.7001117558031,-61.572909344003406,-60.96870259570705,-8.50129701,40.89713158
-47.70616908823596,-58.58404988009032,-61.6110614922752,-60.98979790814062,-8.50129366,40.89713310
-47.218405170535476,-58.41280624692693,-61.51111501181226,-61.01205579394957,-8.50128897,40.89713488
-46.81661776911753,-58.27771485605847,-61.43995593034808,-61.033431859105114,-8.50128528,40.89713640
-46.48441473528533,-58.19534830702174,-61.40166790918006,-61.07095325386149,-8.50128293,40.89713792
