AP1_280_Antenna1,AP1_290_Antenna1,AP1_300_Antenna1,Anchor1_280_Antenna1,Anchor1_290_Antenna1,Anchor1_300_Antenna1,Anchor2_280_Antenna1,Anchor2_290_Antenna1,Anchor2_300_Antenna1,Anchor3_280_Antenna1,Anchor3_290_Antenna1,Anchor3_300_Antenna1,Anchor4_280_Antenna1,Anchor4_290_Antenna1,Anchor4_300_Antenna1,AP1_280_Antenna2,AP1_290_Antenna2,AP1_300_Antenna2,Anchor1_280_Antenna2,Anchor1_290_Antenna2,Anchor1_300_Antenna2,Anchor2_280_Antenna2,Anchor2_290_Antenna2,Anchor2_300_Antenna2,Anchor3_280_Antenna2,Anchor3_290_Antenna2,Anchor3_300_Antenna2,Anchor4_280_Antenna2,Anchor4_290_Antenna2,Anchor4_300_Antenna2,AP1_280_Antenna3,AP1_290_Antenna3,AP1_300_Antenna3,Anchor1_280_Antenna3,Anchor1_290_Antenna3,Anchor1_300_Antenna3,Anchor2_280_Antenna3,Anchor2_290_Antenna3,Anchor2_300_Antenna3,Anchor3_280_Antenna3,Anchor3_290_Antenna3,Anchor3_300_Antenna3,Anchor4_280_Antenna3,Anchor4_290_Antenna3,Anchor4_300_Antenna3,AP1_280_Antenna4,AP1_290_Antenna4,AP1_300_Antenna4,Anchor1_280_Antenna4,Anchor1_290_Antenna4,Anchor1_300_Antenna4,Anchor2_280_Antenna4,Anchor2_290_Antenna4,Anchor2_300_Antenna4,Anchor3_280_Antenna4,Anchor3_290_Antenna4,Anchor3_300_Antenna4,Anchor4_280_Antenna4,Anchor4_290_Antenna4,Anchor4_300_Antenna4,AP1_280_Antenna5,AP1_290_Antenna5,AP1_300_Antenna5,Anchor1_280_Antenna5,Anchor1_290_Antenna5,Anchor1_300_Antenna5,Anchor2_280_Antenna5,Anchor2_290_Antenna5,Anchor2_300_Antenna5,Anchor3_280_Antenna5,Anchor3_290_Antenna5,Anchor3_300_Antenna5,Anchor4_280_Antenna5,Anchor4_290_Antenna5,Anchor4_300_Antenna5,AP1_Longitude,AP1_Latitude
0,0,0,0,0,0,0,0,0,6.2261,53.1869,68.2145,1.2376,1.3127,3.7594,0,0,0,0,0,0,0,0,0,2.524,41.8633,56.2668,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,4.0185,2.0633,10.5562,0.4138,15.0484,22.7766,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.3504,8.8068,62.5125,80.8572,0,0,0,0,0,0,0,0,0,1.3189,1.2408,0.2415,128.0788,119.8964,106.9534,-8.50099862,40.89702464
0,0,0,0,0,0,0,0,0,8.0489,47.887,63.3275,1.2376,1.5622,4.4979,0,0,0,0,0,0,0,0,0,1.6706,40.1538,50.3146,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,2.7351,0.4198,0.0888,3.1521,19.0017,34.9939,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.9488,3.0346,38.4474,50.6772,0,0,0,0,0,0,0,0,0,1.0203,0.2147,0.2275,132.3493,106.3122,113.5044,-8.50100063,40.89702362
0,0,0,0,0,0,0,0,0,0,42.8704,78.5957,1.2376,1.8391,5.2699,0,0,0,0,0,0,0,0,0,0.651,39.5544,51.7672,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,3.3376,4.9511,14.8397,1.1689,16.1956,36.3591,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.2707,0,36.9261,50.917,0,0,0,0,0,0,0,0,0,0.8937,0.2675,1.8582,133.3354,115.7002,89.9718,-8.5010023,40.89702261
0,0,0,0,0,0,0,0,0,1.8321,38.828,48.5051,5.1686,6.1457,4.9226,0,0,0,0,0,0,0,0,0,3.3246,41.0506,54.6207,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,2.9359,2.639,10.0255,2.7376,20.8696,27.6013,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.5923,6.8214,38.6473,74.8213,0,0,0,0,0,0,0,0,0,1.5413,0.1182,0,146.4684,111.3126,104.1162,-8.50100432,40.89702134
0,0,0,0,0,0,0,0,0,0.7491,30.9484,41.7721,0,3.3902,9.8777,0,0,0,0,0,0,0,0,0,2.1009,40.5715,53.1225,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,1.4617,3.9583,8.0765,1.3979,17.6787,38.4033,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.5775,10.7238,41.6498,52.509,0,0,0,0,0,0,0,0,0,1.6073,0,2.2257,140.2736,105.9716,103.9553,-8.50100666,40.89702083
0,0,0,0,0,0,0,0,0,3.077,24.098,42.6447,0,9.0262,7.864,0,0,0,0,0,0,0,0,0,2.0219,41.6477,58.6812,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,4.5377,4.489,13.1067,1.2047,18.5574,21.9602,0,0,0,0,0,0,0,0,0,1.2376,1.302,4.1861,5.7739,61.686,70.7664,0,0,0,0,0,0,0,0,0,2.3134,0,0.9285,148.3087,114.6261,92.6608,-8.50100834,40.89701982
0,0,0,0,0,0,0,0,0,2.5231,19.0999,29.3987,2.8089,4.4774,9.6365,0,0,0,0,0,0,0,0,0,0.9203,40.2056,55.1005,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,0,5.7467,12.1306,1.8339,17.7313,29.3924,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.253,5.7271,49.8421,60.7081,0,0,0,0,0,0,0,0,0,1.6323,0.2813,0.5502,148.5712,94.4065,96.5021,-8.50101035,40.89701855
0,0,0,0,0,0,0,0,0,1.5544,14.624,28.9872,0,6.4608,13.5829,0,0,0,0,0,0,0,0,0,4.2399,43.3954,51.3033,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,0,1.5882,6.3933,0.258,16.8709,33.2184,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.7422,7.0523,60.9871,54.1283,0,0,0,0,0,0,0,0,0,0.4326,1.5356,1.9815,139.6345,117.8403,107.921,-8.50101203,40.89701779
0,0,0,0,0,0,0,0,0,2.1359,10.997,27.0379,2.3795,20.8452,46.8081,0,0,0,0,0,0,0,0,0,2.193,39.3589,60.0664,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,0.3311,2.825,13.456,0.7667,17.0818,31.8553,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.7206,0,51.9608,55.3635,0,0,0,0,0,0,0,0,0,1.6085,2.9154,0.754,152.8277,115.4791,103.3981,-8.50101437,40.89701678
0,0,0,0,0,0,0,0,0,1.0064,3.799,0,0,16.1725,25.838,0,0,0,0,0,0,0,0,0,2.5981,41.9248,51.2299,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,0,4.8688,13.0659,3.2543,17.5687,32.7732,0,0,0,0,0,0,0,0,0,1.2376,1.302,4.1188,13.5843,58.6591,82.9033,0,0,0,0,0,0,0,0,0,1.6302,1.0442,0.0927,140.403,114.0241,84.1376,-8.50101672,40.89701627
0,0,0,0,0,0,0,0,0,1.3582,6.2613,16.0954,1.9171,19.8342,30.3652,0,0,0,0,0,0,0,0,0,4.002,42.1502,55.8943,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,5.1592,6.6555,5.3152,0.8344,18.0533,35.1279,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.951,4.9493,58.1315,79.9875,0,0,0,0,0,0,0,0,0,0.8203,1.1948,2.112,141.6488,114.001,106.9105,-8.50101873,40.89701551
0,0,0,0,0,0,0,0,0,3.2412,4.6714,12.7395,1.1852,16.2876,29.7269,0,0,0,0,0,0,0,0,0,3.1948,42.3795,53.3052,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,0.0784,7.008,6.5421,0.9738,17.1075,28.3135,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.4465,11.2346,45.9336,66.7539,0,0,0,0,0,0,0,0,0,1.2055,0.353,2.0889,129.7489,136.1977,106.6146,-8.50102108,40.89701399
0,0,0,0,0,0,0,0,0,0,3.706,9.0039,3.8082,19.8517,32.4963,0,0,0,0,0,0,0,0,0,0,40.3978,56.1456,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,4.4901,3.2916,4.8195,1.8653,19.0417,32.2185,0,0,0,0,0,0,0,0,0,1.2376,1.302,4.3438,0,53.5528,80.5819,0,0,0,0,0,0,0,0,0,0.8164,0,1.9436,130.4596,120.4329,99.4578,-8.50102309,40.89701399
0,0,0,0,0,0,0,0,0,3.2397,0.7213,3.3843,1.22,26.8156,39.5921,0,0,0,0,0,0,0,0,0,1.7497,43.9887,52.0018,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,1.5949,2.6553,3.8483,0,17.8274,31.2151,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.4873,6.9478,53.5818,83.0053,0,0,0,0,0,0,0,0,0,0.5921,0.4405,0.9405,125.9142,110.8185,99.0027,-8.5010251,40.89701298
0,0,0,0,0,0,0,0,0,4.3971,1.231,12.0676,1.7141,34.3481,41.85,0,0,0,0,0,0,0,0,0,2.8036,42.1932,53.0637,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,6.4549,4.6806,11.6029,2.4323,15.7556,38.907,0,0,0,0,0,0,0,0,0,1.2376,1.302,4.0378,14.2917,38.4583,62.2874,0,0,0,0,0,0,0,0,0,2.1544,1.0432,0.7266,142.0361,133.9906,108.5248,-8.50102745,40.89701222
0,0,0,0,0,0,0,0,0,1.2376,1.8954,5.4219,0,43.8044,49.7648,0,0,0,0,0,0,0,0,0,3.3736,42.6764,51.4855,1.2376,1.5767,4.5393,0,0,0,0,0,0,0,0,0,0.3299,3.9114,3.9161,2.9386,16.4705,29.554,0,0,0,0,0,0,0,0,0,1.2376,1.302,3.6136,0,53.1911,60.3555,0,0,0,0,0,0,0,0,0,1.7124,0,1.1051,141.3761,127.1834,104.6738,-8.50103013,40.8970112
