RSSI_Antenna_1,RSSI_Antenna_2,RSSI_Antenna_3,RSSI_Antenna_4,AssetPoint_Longitude,AssetPoint_Latitude
-82.21182374918688,-81.37944554563107,-68.64032550994158,-37.62359262473838,-8.65989754,40.63394318
-81.05415267292597,-80.02453261679275,-69.09034943853817,-40.804790421402416,-8.65989067,40.63395717
-83.10279100438092,-77.90230244227277,-68.7748653359599,-42.515527508116286,-8.65988329,40.63396226
-81.18517632499416,-77.7832760272939,-68.41938980895281,-44.12546857362233,-8.65987457,40.63396735
-79.240073514632,-77.63856606780412,-68.03569978426037,-45.616737517869005,-8.65986653,40.63397346
-79.02402356272555,-77.41910109579686,-67.8721091942171,-46.31690305393662,-8.65986988,40.63398109
-78.77724797603236,-77.25913126979253,-67.87205527449467,-46.54848047084444,-8.65987659,40.63398618
-77.45941426034892,-76.06411492224366,-66.92256280125096,-51.915808595300525,-8.65988530,40.63399229
-77.19091808387344,-75.88803468282568,-66.94006136201476,-52.39600359502995,-8.65989201,40.63399788
-76.95955679478436,-73.72781967358347,-66.944776795422,-48.89640058213298,-8.65989737,40.63400297
-76.56772149713534,-71.4785071275355,-66.9843688916508,-49.67270505593719,-8.65990609,40.63401061
-74.18683302659213,-71.22198179785804,-67.00972858253269,-52.532872640614116,-8.65991481,40.63401875
-72.21835008051798,-71.0372533535426,-66.72261954782952,-51.25376325052734,-8.65990944,40.63402485
-72.35125289904431,-72.93289337242038,-66.41072013714557,-51.71141947303743,-8.65990207,40.63402842
-72.47944131177013,-72.78850941871306,-66.02838168752592,-54.32842416956309,-8.65989402,40.63403351
-72.65419655826909,-72.57739758607116,-65.48929437363246,-55.16234017830095,-8.65988329,40.63404063
-72.72167243922912,-72.35225031785731,-65.053534982783,-57.92915007365303,-8.65987659,40.63404826
-72.80867667072292,-72.14894223364145,-64.68423292193077,-60.473298513534374,-8.65987055,40.63405386
-70.9183162979524,-71.96250796707716,-62.17097330167888,-61.19882306587426,-8.65986250,40.63406149
-71.07805125635205,-71.7765705291455,-61.63830993024675,-61.82356906078047,-8.65985379,40.63406811
-73.2679327285735,-73.56259314154366,-61.02460414230556,-62.498212224342375,-8.65984440,40.63407574
-73.4556321815756,-75.37235981525403,-60.39476101254483,-63.11040543816502,-8.65983501,40.63408287
-71.67062467569119,-73.21136430382452,-59.69981981862599,-63.68013644906914,-8.65982495,40.63408948
-73.87337967932864,-73.0033665290804,-58.95025597130302,-64.27661718479507,-8.65981489,40.63409762
-74.05111760097294,-70.75322632085599,-56.19383885497936,-64.93039179411987,-8.65980618,40.63410678
-74.27837518184958,-68.61771217048287,-55.38972817220456,-65.4274450769733,-8.65979612,40.63411340
-76.45316097743545,-66.46907622210264,-54.67737268535931,-65.86307529622204,-8.65978807,40.63412001
-78.68251193850385,-66.28418120349957,-53.74770247460867,-66.39790100224991,-8.65977801,40.63412816
-80.876531975475,-66.0806867896445,-52.87881895912883,-66.90257002892156,-8.65976930,40.63413681
-79.09654241823297,-68.07608401893128,-51.99089660389279,-67.23829369122763,-8.65975991,40.63414139
-79.26597045905064,-69.98571256278643,-51.233883016454584,-67.57409902258213,-8.65975253,40.63414698
-79.18179656917994,-69.64265289880042,-49.54031494040548,-67.82273085262376,-8.65975589,40.63415513
-78.44978521810788,-69.20465267283728,-50.23294775118985,-68.0247041404682,-8.65976259,40.63416378
-74.76924924317417,-68.75671275611492,-51.24462780513107,-68.13913623438746,-8.65977332,40.63417039
-74.57849299923271,-66.33161053556017,-51.98063169274803,-70.23847247274472,-8.65978137,40.63417599
-74.37321286421735,-65.94404174694,-52.756327339515856,-70.39138559141963,-8.65979008,40.63418260
-74.15580712560055,-63.61436799358173,-53.39063308578648,-72.45692420836606,-8.65979813,40.63418668
-73.97167241241797,-62.959593442999534,-56.23473737471913,-74.74362172007244,-8.65980752,40.63419685
-71.83741889376526,-62.57192903254679,-56.73497053004723,-74.89687284703663,-8.65981355,40.63420245
-69.66708248600885,-60.18735045461272,-57.26451363149828,-75.00371925828918,-8.65982093,40.63420703
-69.4092313784882,-59.52639767179862,-60.06959480788435,-71.21907393766801,-8.65983233,40.63421517
-71.18555515221753,-58.77776015861332,-62.82556616881656,-69.47212311617015,-8.65984306,40.63422433
-67.01600765431684,-58.23360295978297,-63.34707340677808,-71.65540685730782,-8.65985110,40.63423044
-66.6734285210027,-57.459577475356035,-64.14335602493229,-69.84173459852515,-8.65986586,40.63423756
-66.55833408120614,-56.980352205526664,-64.5088393433434,-69.99651550695845,-8.65987189,40.63424265
-66.39236019003116,-56.285384018753064,-66.99047109597105,-74.21590397620254,-8.65987994,40.63424978
-68.17984681179593,-55.675360410408054,-67.49160501596114,-76.35903549070309,-8.65989067,40.63425486
-73.98708523501,-54.736312794312155,-68.0684110612915,-74.63036135490981,-8.65990140,40.63426351
-71.80539602501966,-53.895259915710156,-66.57774963635981,-72.84943422175411,-8.65991212,40.63427064
-73.24375837878982,-52.94525944265451,-69.02689799859655,-73.10541885049088,-8.65992084,40.63427878
-71.67447696362385,-52.01475184170314,-67.39818844184822,-73.34321580247418,-8.65992755,40.63428641
-69.53698069064336,-51.29114453426871,-67.7850917662733,-75.51732418323144,-8.65993693,40.63429201
-67.39302498675632,-48.85951636072966,-68.07984572685052,-75.6299598327126,-8.65994498,40.63429557
-69.10314095430918,-48.9019182834847,-70.37338803954127,-77.65767916143045,-8.65995571,40.63429608
-68.7299824087994,-49.469276181834,-68.60369856744718,-77.59793625288276,-8.65996644,40.63429354
-70.27716156099291,-50.21168506613229,-70.85019535653038,-79.51713267367731,-8.65997851,40.63428998
-69.87873281955717,-50.96077673904901,-70.99532246552933,-79.38326426323438,-8.65998723,40.63428540
-67.46202067322629,-51.765218354023546,-71.11063043805893,-77.255857562443,-8.65999527,40.63427980
-66.82033005006429,-54.89257723350848,-73.27163130685005,-73.02999628939857,-8.66000667,40.63427115
-66.36066008901781,-55.585181390576636,-73.40456176304741,-70.88923073938128,-8.66001472,40.63426555
-65.83961327137588,-58.30811761557088,-71.5469890874495,-70.73929896964874,-8.66002344,40.63425944
-63.27039468719349,-59.0699351804509,-71.66836184106224,-72.53988343083901,-8.66003148,40.63425181
-62.61633802495241,-59.82677600754826,-69.8226206545422,-72.35143881460104,-8.66004087,40.63424418
-61.84440363845832,-62.599670150800705,-74.02530720686622,-72.15940163584509,-8.66005160,40.63423604
-59.11109637538637,-63.227085814118865,-74.22424348297167,-74.02323825096767,-8.66006166,40.63422942
-58.19294610504202,-65.96793600344134,-70.42581491193846,-75.81509132522288,-8.66007239,40.63422026
-57.49009369364816,-66.4590911643007,-70.58491647835895,-75.685290018744,-8.66008043,40.63421415
-56.80848372374236,-66.89114277529299,-70.73583468321122,-73.57871628520407,-8.66008781,40.63420856
-54.0214409568763,-69.345228444326,-72.90104807224733,-73.46752268830494,-8.66009586,40.63420245
-53.14615953235568,-69.82450103864169,-71.06015510820698,-73.32751614515352,-8.66010390,40.63419533
-50.32881332145305,-70.25706622318107,-71.19882554465,-73.17607007240301,-8.66011061,40.63418820
-49.00593637867114,-72.80597993902259,-71.43790263470818,-75.06421286529127,-8.66012201,40.63418006
-48.21475417173248,-73.13434722947338,-73.56719449380248,-76.96686809917688,-8.66012804,40.63417446
-50.09174841366248,-71.2918980229521,-73.56413517707423,-76.82774486340048,-8.66012804,40.63417014
-50.44807879481823,-69.38228233485222,-75.45592335448531,-76.57220821103017,-8.66012368,40.63416454
-53.14111893093627,-67.51719430203636,-73.27993359928561,-76.24006059788036,-8.66011631,40.63415818
-53.665163772859806,-67.59662838181202,-75.14026634888499,-75.99249016265593,-8.66011094,40.63415360
-54.17567447718749,-67.71150067652366,-74.99956477848161,-73.67658822152231,-8.66010457,40.63414775
-55.154572157570236,-67.84440257494686,-76.78427762222174,-73.25648361065632,-8.66009552,40.63414062
-56.14965983943005,-65.97131724384602,-76.5203004997913,-72.7786868922903,-8.66008446,40.63413324
-58.86543859329942,-66.12071950731354,-76.33106161426434,-72.359796800381,-8.66007641,40.63412663
-59.488762619469696,-68.20225544292359,-74.15365336181291,-69.99613845303683,-8.66006903,40.63412103
-60.05321914140955,-70.39727963227162,-74.00497551457642,-69.60253475275485,-8.66006233,40.63411492
-60.71147952577201,-70.55344479630995,-73.80148941067046,-69.1659604543668,-8.66005395,40.63410882
-63.3123508685249,-74.7308232111454,-71.63990001167008,-68.70040595907466,-8.66004623,40.63410220
-63.88896810379321,-74.91298283229227,-71.4636422836704,-66.20299893391481,-8.66003819,40.63409559
-64.45976732723781,-75.1214931438896,-69.31358206208003,-65.68463035456533,-8.66003081,40.63408846
-65.07071529562864,-73.31658335075136,-69.11393712757491,-65.08842290964176,-8.66002142,40.63408134
-67.59317782942625,-73.49486745600916,-68.94731984028984,-64.5664740873988,-8.66001338,40.63407523
-68.07173042846296,-73.65491435043724,-68.78008267056524,-62.051880859432515,-8.66000533,40.63406964
-68.54452472112806,-71.79778809608277,-68.59216238904997,-61.538995935327776,-8.65999661,40.63406455
-68.96377300054013,-72.00356065255554,-68.48521369437235,-58.938322108961295,-8.65998991,40.63405793
-71.39148229414198,-72.09847314025896,-68.3333327500035,-58.36127425652396,-8.65998186,40.63405233
-71.73580413707049,-72.2895214047419,-68.21003671836948,-57.87158442025342,-8.65997516,40.63404775
-72.060955958005,-72.46831038512255,-68.11797995288501,-57.332125349656664,-8.65996912,40.63404266
-72.51500055461526,-72.63748193527789,-67.9258777859327,-54.67212016141159,-8.65995906,40.63403707
-74.93329485439608,-72.8692354796332,-65.82562215049064,-53.837376962302514,-8.65995102,40.63402969
-75.36103769069157,-73.05101197099975,-67.66533442457553,-55.12438603156902,-8.65994096,40.63402384
-75.67632904587744,-73.12113943775519,-67.4474529764204,-54.8148883788784,-8.65993157,40.63402155
-73.87798780700822,-71.07046478456387,-67.12812346943963,-55.00514149911258,-8.65992252,40.63402333
-71.99027239215792,-70.89599859314924,-66.78758686878564,-55.6391271298467,-8.65991481,40.63402893
-74.13804440520128,-72.71434510960873,-66.3509399231018,-52.328374189639256,-8.65990542,40.63403503
-72.30097533899294,-72.58374643356092,-65.96105364831539,-52.861996620236134,-8.65989670,40.63403961
-72.42235900311597,-72.42132582614067,-65.5883986914807,-55.41873085934484,-8.65988933,40.63404470
-72.51409872102967,-72.19904479002491,-65.12418656356397,-56.168008182732294,-8.65988195,40.63405233
-70.56756134066946,-72.01075280591273,-62.76266954069467,-58.74111184217852,-8.65987591,40.63405844
-70.76962051625529,-71.85298679289718,-62.285415207390685,-61.29904805303592,-8.65986720,40.63406404
-70.91874261841055,-71.64037065227471,-61.749009054790115,-61.943465349047855,-8.65985848,40.63407116
-73.05126541799241,-71.41438574646617,-61.23225786637336,-62.56377410222831,-8.65985110,40.63407879
-73.24695974486704,-75.21643349639479,-60.62474509396724,-63.15956998157622,-8.65984172,40.63408592
-71.40271087448185,-73.06577915830283,-60.124301535308845,-63.62118630104407,-8.65983434,40.63409152
-73.67692574243844,-72.89991820060173,-59.3157044338598,-62.225819636366595,-8.65982227,40.63409864
-73.87201587470997,-72.66875291661034,-56.56700220779197,-64.83615319216395,-8.65981288,40.63410729
-74.05185161969172,-68.41718646774919,-55.82308776531703,-65.41289371971445,-8.65980417,40.63411645
-76.27238854218052,-68.2382472082314,-55.04130634508218,-65.9375508115074,-8.65979478,40.63412408
-78.46196409407358,-66.14439001377934,-54.37359286226847,-66.29388441423646,-8.65978673,40.63412917
-80.64745343416766,-64.02693087887852,-53.65818035634806,-66.68501123029203,-8.65977868,40.63413528
-78.8861192675225,-65.94460557267222,-52.75459182168177,-67.0959631080319,-8.65976863,40.63414139
-79.058063768526,-67.83459053761857,-52.04961166120491,-67.45159725343996,-8.65976125,40.63414749
-79.02041801208803,-69.50887391158292,-50.13760059887102,-67.73886612182122,-8.65976259,40.63415563
-78.78926284581577,-67.0616187151586,-51.02803603857157,-67.84902740368076,-8.65977198,40.63416327
-78.61564814089769,-66.77170003628186,-51.67386935068651,-67.94061640564364,-8.65977935,40.63416734
-74.29879574302797,-64.32342600139735,-52.70539302115704,-69.99800998510175,-8.65979210,40.63417294
-72.15640229834324,-63.95086287500249,-53.21150239809447,-72.1468909486853,-8.65979813,40.63417853
