RSSI_Antenna_1,RSSI_Antenna_2,RSSI_Antenna_3,RSSI_Antenna_4,RSSI_Antenna_5,AssetPoint_Longitude,AssetPoint_Latitude
-73.46842724478797,-170,-83.20495971789245,-170,-55.155580440963305,-8.50131297,40.89710183
-75.44234149922355,-170,-86.16381739415645,-170,-58.41818407246995,-8.50131277,40.8970999
-74.05255072891524,-170,-83.07722651132741,-170,-55.46463464216227,-8.50130975,40.89710066
-74.14246565659367,-170,-83.02253091351115,-170,-53.250410499380266,-8.5013064,40.89710218
-74.14132810344955,-170,-82.82625791406825,-170,-51.22128804459094,-8.50130305,40.89710345
-73.9319787915717,-170,-83.91299726296181,-170,-51.53631685019483,-8.5013007,40.89710421
-73.85499376599805,-170,-81.84528653652767,-170,-51.451850713672115,-8.50129869,40.89710599
-73.86168524633158,-170,-80.89076883012989,-170,-51.13343009134752,-8.50129869,40.89710852
-73.1983883438032,-170,-84.89637897198385,-170,-50.63056927629755,-8.50129936,40.89711055
-72.79964774805562,-170,-87.01970247415977,-170,-50.38656798031695,-8.50130104,40.89711258
-71.78867885339892,-170,-84.98725394233864,-170,-49.81361864914281,-8.50130271,40.89711435
-67.77024244120555,-170,-85.16368610937272,-170,-49.35053482774502,-8.50130472,40.89711638
-68.68175846780416,-170,-82.81255802149587,-170,-47.95636650395837,-8.50130673,40.89711815
-69.79265720038762,-170,-83.20911515404293,-170,-48.42515263006527,-8.50130942,40.89712018
-69.77320176032816,-170,-83.38886760137802,-170,-47.607408098697135,-8.50131243,40.89712297
-69.80026788623869,-170,-83.56313912710968,-170,-46.432431178615374,-8.50131579,40.89712651
-69.78791396294228,-170,-81.64889735676974,-170,-45.801339054629565,-8.50131813,40.89712854
-69.77906128958514,-170,-81.7141369933041,-170,-45.001298578406676,-8.50131981,40.89713108
-69.67886568123009,-170,-83.56176140393215,-170,-43.987799254386,-8.50132115,40.89713437
-69.67952055128845,-170,-83.75559773954039,-170,-43.961508716010876,-8.50132115,40.89713437
-69.66082952886255,-170,-83.91284944589547,-170,-42.423182195417525,-8.50132417,40.89713817
-69.73124151515918,-170,-83.91322351891905,-170,-42.42031111883694,-8.50132417,40.89713817
-69.72275608475549,-170,-83.5886234835922,-170,-40.405536585008505,-8.50132685,40.89714172
-69.58054853396898,-170,-82.06828069966764,-170,-39.17462633869172,-8.50132752,40.89714578
-69.63622002124087,-170,-82.08951107950722,-170,-39.257470709589576,-8.50132752,40.89714578
-69.52641902321102,-170,-82.14186238117784,-170,-36.198362871820905,-8.50132953,40.89714958
-69.53990928909698,-170,-82.12789758504883,-170,-37.278080048124515,-8.50132953,40.89714958
-69.48461164286613,-170,-80.20024884439776,-170,-36.7788748709992,-8.50132819,40.89715287
-69.31306919487139,-170,-82.1406900224165,-170,-37.37033495737197,-8.50132551,40.8971549
