1648740652.959549, sdrt-health/mac:02010b41cdec/antenna/power/set, {"power": 290}
1648740653.558443, sdrt-health/mac:02010b41cdec/antenna/power, no response
1648740653.633013, sdrt-health/mac:02010b41cdec/antenna/state, connected
1648740653.633461, sdrt-health/mac:02010b41cdec/fw, {"version":"1.8.0","model":"200","hash":"2f556501b58f1dad542af428d7928d18","timestamp":1648740653}
1648740653.822232, sdrt-health/mac:02010b41cdec/antenna/version, 
1648740658.580874, sdrt-health/mac:02010b41cdec/antenna/tag/scan, {"time": 60000}
1648740659.060426, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740659.10061, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740659.601239, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 94
1648740659.651269, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648740659.679391, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648740659.679677, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648740659.97013, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648740660.00913, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 94
1648740660.035105, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740660.035337, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648740660.051794, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740660.103583, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 94
1648740660.153298, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648740660.231775, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740660.232172, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648740660.270455, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648740660.323726, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740660.324224, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 84
1648740660.337896, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 84
1648740660.359782, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740660.424157, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 94
1648740660.424548, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740660.437089, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648740660.437321, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740660.460323, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648740660.509274, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740660.510683, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648740660.549787, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740660.577365, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648740660.57768, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740660.73999, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648740660.778658, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648740660.779623, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648740660.820227, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648740661.051653, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 82
1648740661.140424, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 94
1648740661.192025, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740661.228169, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648740661.228371, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740661.241344, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648740661.449922, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648740661.509892, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648740661.561436, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648740661.588021, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740661.588474, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740661.61032, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740661.672876, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740661.673332, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740661.709675, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648740661.780244, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648740661.824561, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648740661.875297, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 94
1648740662.055393, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740662.103474, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648740662.130304, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740662.130615, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740662.155272, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740662.281851, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740662.333136, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740662.707194, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 94
1648740662.749685, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740662.775364, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648740662.775559, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 94
1648740662.775677, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648740662.800817, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740663.928156, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648740664.530205, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648740664.580468, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740664.607365, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740664.607563, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 94
1648740665.050292, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 94
1648740665.10469, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 94
1648740665.131315, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648740665.131617, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648740665.131762, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740665.420996, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648740665.469379, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740665.469635, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 110
1648740665.50964, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 94
1648740665.57281, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648740665.573048, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 82
1648740665.616441, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 84
1648740665.673431, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648740665.673725, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 84
1648740665.940712, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 110
1648740666.065691, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648740666.111587, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740666.153703, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 94
1648740666.723454, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 84
1648740666.762289, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 82
1648740666.763523, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 94
1648740666.801707, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 94
1648740666.839175, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648740666.880087, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648740666.937666, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648740666.937966, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740666.950598, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648740666.961255, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 94
1648740666.999431, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648740667.049876, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648740667.050199, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 94
1648740667.219904, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648740667.271365, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740667.320242, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648740667.453088, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 84
1648740667.453589, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648740667.621842, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740667.670917, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648740667.697601, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648740667.697778, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648740667.869179, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740667.959548, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740668.008846, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648740668.048746, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740668.076972, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648740668.077279, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648740668.100459, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740668.153872, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740668.200077, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740668.266221, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740668.266628, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648740668.281386, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 94
1648740668.305667, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 84
1648740668.362783, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
1648740668.3631, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 81
