1648672551.996454, sdrt-health/mac:02010b41cdec/antenna/power/set, {"power": 190}
1648672552.568303, sdrt-health/mac:02010b41cdec/antenna/power, no response
1648672553.161103, sdrt-health/mac:02010b41cdec/antenna/state, connected
1648672553.161366, sdrt-health/mac:02010b41cdec/fw, {"version":"1.8.0","model":"200","hash":"2f556501b58f1dad542af428d7928d18","timestamp":1648672553}
1648672553.342329, sdrt-health/mac:02010b41cdec/antenna/version, 
1648672553.861024, sdrt-health/mac:02010b41cdec/antenna/power, 18.9
1648672557.588193, sdrt-health/mac:02010b41cdec/antenna/tag/scan, {"time": 60000}
1648672613.197273, sdrt-health/mac:02010b41cdec/antenna/state, connected
1648672613.197459, sdrt-health/mac:02010b41cdec/fw, {"version":"1.8.0","model":"200","hash":"2f556501b58f1dad542af428d7928d18","timestamp":1648672613}
1648672613.341456, sdrt-health/mac:02010b41cdec/antenna/version, 
1648672613.858777, sdrt-health/mac:02010b41cdec/antenna/power, 
1648672618.186713, sdrt-health/mac:02010b41cdec/antenna/tag/scan, scan stopped
