1648666075.962764, sdrt-health/mac:02010b41cdec/antenna/power/set, {"power": 230}
1648666076.556185, sdrt-health/mac:02010b41cdec/antenna/power, no response
1648666081.575776, sdrt-health/mac:02010b41cdec/antenna/tag/scan, {"time": 60000}
1648666082.333609, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666082.387561, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666082.418523, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666082.418771, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666082.418961, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666082.433064, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666082.573871, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666082.62418, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666082.68658, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666082.686776, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666082.700074, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648666082.700281, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666083.013193, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666083.068215, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666083.309206, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666083.503746, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666083.554487, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666083.579643, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666083.579949, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666083.61705, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666083.893402, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666083.933687, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666083.961809, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666083.961978, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666083.962092, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666083.975956, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666085.323569, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666085.373382, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666085.40317, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648666085.403361, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666085.403473, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666085.425025, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666085.837353, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666085.8722, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648666085.899053, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666085.899369, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666085.923521, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666086.15719, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666086.873087, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666086.926121, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666086.97336, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666087.206781, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648666088.816061, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666088.853559, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666088.879982, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666088.880259, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666088.904919, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666089.085713, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648666089.085952, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666089.114244, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666089.175698, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666089.175894, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666089.188792, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666089.188961, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666089.483946, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666089.533034, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648666089.993654, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666090.043603, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666090.074033, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666090.074285, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666090.093092, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666090.324117, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666090.383642, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666090.433603, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666090.460705, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666090.460958, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666090.461091, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666090.484441, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666091.818638, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666091.863616, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666091.890336, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666091.890611, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666091.923516, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666092.155107, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666092.343801, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
