1648666870.876906, sdrt-health/mac:02010b41cdec/antenna/power/set, {"power": 190}
1648666871.463223, sdrt-health/mac:02010b41cdec/antenna/power, no response
1648666876.481939, sdrt-health/mac:02010b41cdec/antenna/tag/scan, {"time": 60000}
1648666878.430938, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648666884.350418, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666892.428053, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666897.360446, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666902.460029, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666908.950932, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666913.10983, sdrt-health/mac:02010b41cdec/antenna/state, connected
1648666913.110087, sdrt-health/mac:02010b41cdec/fw, {"version":"1.8.0","model":"200","hash":"2f556501b58f1dad542af428d7928d18","timestamp":1648666913}
1648666913.292317, sdrt-health/mac:02010b41cdec/antenna/version, 
1648666913.812352, sdrt-health/mac:02010b41cdec/antenna/power, 
1648666914.150281, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666920.659773, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666926.869937, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666933.599929, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666937.060822, sdrt-health/mac:02010b41cdec/antenna/tag/scan, scan stopped
