1648666804.604023, sdrt-health/mac:02010b41cdec/antenna/power/set, {"power": 190}
1648666805.192132, sdrt-health/mac:02010b41cdec/antenna/power, no response
1648666810.207013, sdrt-health/mac:02010b41cdec/antenna/tag/scan, {"time": 60000}
1648666818.540575, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666823.748378, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666830.231186, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666836.718059, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666843.031014, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648666849.440892, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666853.112527, sdrt-health/mac:02010b41cdec/antenna/state, connected
1648666853.112774, sdrt-health/mac:02010b41cdec/fw, {"version":"1.8.0","model":"200","hash":"2f556501b58f1dad542af428d7928d18","timestamp":1648666853}
1648666853.301427, sdrt-health/mac:02010b41cdec/antenna/version, 
1648666853.812202, sdrt-health/mac:02010b41cdec/antenna/power, 
1648666855.966154, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 87
1648666864.010028, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666869.218168, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666870.858826, sdrt-health/mac:02010b41cdec/antenna/tag/scan, scan stopped
