1648666473.401043, sdrt-health/mac:02010b41cdec/antenna/power/set, {"power": 210}
1648666473.983466, sdrt-health/mac:02010b41cdec/antenna/power, no response
1648666478.998988, sdrt-health/mac:02010b41cdec/antenna/tag/scan, {"time": 60000}
1648666479.769683, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666485.364076, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666491.21304, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666493.109786, sdrt-health/mac:02010b41cdec/antenna/state, connected
1648666493.110033, sdrt-health/mac:02010b41cdec/fw, {"version":"1.8.0","model":"200","hash":"2f556501b58f1dad542af428d7928d18","timestamp":1648666493}
1648666493.284118, sdrt-health/mac:02010b41cdec/antenna/version, 
1648666493.803139, sdrt-health/mac:02010b41cdec/antenna/power, 
1648666496.279766, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666501.591703, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 88
1648666507.859176, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666513.70128, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 83
1648666518.778616, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666523.831147, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 85
1648666529.6428, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666535.29234, sdrt-health/mac:02010b41cdec/antenna/tag/e28068940000400386621d4f, 93
1648666539.637798, sdrt-health/mac:02010b41cdec/antenna/tag/scan, scan stopped
